id,idade,renda,cidade,categoria,nota,feedback
61,36,36286.65,São Paulo,B,7.3,Bom
62,33,29856.72,Rio de Janeiro,B,5.2,Bom
63,67,4001.03,Belo Horizonte,A,9.8,Bom
64,69,33884.59,São Paulo,B,5.6,Bom
65,47,7237.89,São Paulo,A,9.1,Bom
66,46,15099.81,Vitória,A,7.4,Bom
67,40,35901.98,Belo Horizonte,A,7.8,Bom
68,67,27236.22,São Paulo,A,8.1,Bom
69,70,1908.91,Vitória,B,6.8,Bom
70,58,45824.77,Vitória,B,9.1,Bom
71,76,18751.04,Belo Horizonte,A,7.2,Bom
72,55,34758.02,São Paulo,B,5.6,Bom
73,29,3203.73,Rio de Janeiro,B,6.9,Bom
74,47,17100.39,Vitória,B,9.1,Bom
75,41,3227.47,São Paulo,B,6.6,Bom
76,70,20809.52,Vitória,B,5.8,Bom
77,73,33556.38,Vitória,B,6.7,Bom
78,38,28916.71,Rio de Janeiro,A,9.4,Bom
79,48,46077.66,Vitória,A,6.3,Bom
80,41,13483.51,São Paulo,B,6.4,Bom
81,70,3393.09,Belo Horizonte,B,8.9,Bom
82,68,21092.07,Vitória,A,9.5,Bom
83,78,31614.62,Rio de Janeiro,B,6.7,Bom
84,43,16895.09,São Paulo,B,6.9,Bom
85,32,3859.19,Rio de Janeiro,A,9.6,Bom
86,77,27974.71,Belo Horizonte,A,9.1,Bom
87,19,27322.23,São Paulo,B,9.6,Bom
88,51,37736.58,Rio de Janeiro,A,5.1,Bom
89,66,16059.16,Vitória,A,6.8,Bom
90,63,25206.48,São Paulo,B,9.4,Bom
91,77,20471.09,Belo Horizonte,A,6.7,Bom
92,31,21098.47,Belo Horizonte,B,7.1,Bom
93,43,33757.43,Rio de Janeiro,A,9.5,Bom
94,29,20991.01,Rio de Janeiro,B,6.5,Bom
95,18,22788.13,Belo Horizonte,B,8.2,Bom
96,78,33455.65,Rio de Janeiro,A,9.5,Bom
97,62,7562.4,Vitória,B,8.1,Bom
98,60,40526.57,Rio de Janeiro,B,6.1,Bom
99,51,3873.96,Rio de Janeiro,B,5.1,Bom
100,51,9077.98,Rio de Janeiro,A,8.9,Bom
101,35,7639.61,Rio de Janeiro,B,7.6,Bom
102,27,10572.9,Vitória,A,5.0,Bom
103,16,23273.1,Rio de Janeiro,B,8.8,Bom
104,43,9297.19,Belo Horizonte,B,9.9,Bom
105,60,21692.67,Rio de Janeiro,A,8.5,Bom
106,73,5320.22,Rio de Janeiro,B,6.3,Bom
107,45,12401.78,Vitória,B,6.3,Bom
108,32,39247.84,Rio de Janeiro,B,7.7,Bom
109,66,19956.66,São Paulo,A,8.7,Bom
110,51,15731.85,Belo Horizonte,B,8.2,Bom
111,30,21831.3,Rio de Janeiro,B,9.0,Bom
112,19,8433.7,Rio de Janeiro,A,7.4,Bom
113,75,21814.12,Rio de Janeiro,A,5.5,Bom
114,71,7216.23,Belo Horizonte,A,8.8,Bom
115,56,4118.45,Belo Horizonte,A,6.9,Bom
116,37,33149.14,São Paulo,B,7.4,Bom
117,62,43442.03,Belo Horizonte,B,7.0,Bom
118,62,44891.47,Rio de Janeiro,A,6.4,Bom
119,46,31530.16,Rio de Janeiro,B,7.0,Bom
120,33,35431.97,Belo Horizonte,A,7.6,Bom
121,80,37192.61,Vitória,B,8.0,Bom
122,61,18518.38,Vitória,B,5.3,Bom
123,51,9232.11,Belo Horizonte,A,8.5,Bom
124,53,15114.29,Belo Horizonte,A,6.1,Bom
125,40,21847.9,Vitória,B,6.4,Bom
126,69,3551.0,Rio de Janeiro,A,6.9,Bom
127,79,43892.63,Belo Horizonte,A,5.7,Bom
128,24,24307.31,Vitória,B,9.8,Bom
129,77,17823.7,Vitória,B,8.2,Bom
130,57,2081.02,Belo Horizonte,B,5.0,Bom
131,57,18958.75,Rio de Janeiro,A,5.6,Bom
132,82,16139.8,Rio de Janeiro,B,6.5,Bom
133,51,39357.49,Belo Horizonte,B,8.6,Bom
134,66,10979.36,Rio de Janeiro,B,9.4,Bom
135,45,20226.22,Vitória,A,9.9,Bom
136,22,6968.82,Belo Horizonte,A,8.3,Bom
137,69,4904.88,Vitória,B,10.0,Bom
138,27,25556.6,Rio de Janeiro,A,9.3,Bom
139,18,25528.71,São Paulo,A,5.9,Bom
140,28,35060.69,Belo Horizonte,B,9.2,Bom
141,64,45241.11,Rio de Janeiro,B,9.6,Bom
142,23,10058.43,São Paulo,A,6.6,Bom
143,61,9388.76,Belo Horizonte,B,6.5,Bom
144,82,34470.4,Rio de Janeiro,A,6.4,Bom
145,52,34306.65,Vitória,A,7.1,Bom
146,40,28244.92,Belo Horizonte,A,7.7,Bom
147,38,12259.67,Belo Horizonte,B,5.0,Bom
148,13,56272.17,Vitória,A,1.5,Bom
149,69,39372.11,Belo Horizonte,B,5.3,Bom
150,65,41938.98,Belo Horizonte,A,7.1,Bom
151,40,23802.55,Belo Horizonte,B,9.1,Bom
152,37,18978.02,Rio de Janeiro,A,5.9,Bom
153,70,26194.73,Belo Horizonte,B,7.5,Bom
154,64,16486.0,Belo Horizonte,B,7.0,Bom
155,45,38391.06,São Paulo,B,7.9,Bom
156,19,29649.11,São Paulo,B,5.8,Bom
157,24,11167.26,Vitória,B,7.8,Bom
158,23,27323.34,Belo Horizonte,B,8.4,Bom
159,47,31243.07,Vitória,B,5.5,Bom
160,58,37829.36,Belo Horizonte,B,9.7,Bom
161,24,22803.89,Rio de Janeiro,A,8.6,Bom
162,61,25987.55,Rio de Janeiro,A,9.1,Bom
163,68,8387.68,São Paulo,A,6.3,Bom
164,38,2884.28,Belo Horizonte,B,5.5,Bom
165,21,33142.81,Belo Horizonte,A,5.1,Bom
166,19,12574.59,Vitória,B,9.0,Bom
167,55,8596.99,Rio de Janeiro,B,5.7,Bom
168,54,25439.69,São Paulo,B,8.4,Bom
169,44,10377.15,Vitória,B,5.5,Bom
170,1,53262.51,São Paulo,B,2.1,Bom
171,24,20555.17,Rio de Janeiro,A,5.3,Bom
172,51,20819.47,Vitória,A,5.0,Bom
173,32,32033.51,Vitória,B,6.9,Bom
174,80,39389.39,Belo Horizonte,B,6.4,Bom
175,31,42136.69,Belo Horizonte,A,5.7,Bom
176,58,33779.77,Belo Horizonte,A,7.9,Bom
177,22,38272.29,Vitória,B,6.5,Bom
178,76,16358.19,Belo Horizonte,A,6.9,Bom
179,41,39543.69,Belo Horizonte,A,6.0,Bom
180,44,20808.81,Vitória,A,9.1,Bom
181,57,37003.34,Rio de Janeiro,B,7.8,Bom
182,63,38356.17,Belo Horizonte,B,8.7,Bom
183,19,28801.61,São Paulo,A,5.8,Bom
184,73,32217.99,Rio de Janeiro,B,6.3,Bom
185,57,14424.1,Rio de Janeiro,B,9.6,Bom
186,26,16400.16,São Paulo,B,9.5,Bom
187,81,2329.95,São Paulo,A,9.1,Bom
188,54,24152.12,Belo Horizonte,A,8.1,Bom
189,73,44586.74,São Paulo,A,5.5,Bom
190,51,25912.54,Vitória,B,8.9,Bom
191,18,22294.54,Belo Horizonte,B,6.6,Bom
192,43,22778.48,Belo Horizonte,A,9.4,Bom
193,23,34318.11,Belo Horizonte,B,6.0,Bom
194,50,28728.97,Vitória,B,6.8,Bom
195,72,25033.36,Vitória,A,6.4,Bom
196,78,8833.35,Vitória,A,7.4,Bom
197,62,14041.53,Rio de Janeiro,A,9.7,Bom
198,75,20491.46,São Paulo,A,8.5,Bom
199,18,15906.52,Rio de Janeiro,A,8.4,Bom
200,81,20021.4,Rio de Janeiro,A,6.0,Bom
201,28,28924.35,Vitória,A,6.2,Bom
202,36,15910.91,Belo Horizonte,A,5.4,Bom
203,69,40832.83,São Paulo,B,6.9,Bom
204,79,25503.34,Rio de Janeiro,A,7.3,Bom
205,61,41770.55,Belo Horizonte,A,5.3,Bom
206,75,4387.42,Belo Horizonte,B,7.8,Bom
207,49,30229.39,Rio de Janeiro,A,8.3,Bom
208,22,20521.24,Rio de Janeiro,B,5.2,Bom
209,37,35642.71,Vitória,A,5.1,Bom
210,50,32972.91,Vitória,A,6.4,Bom
211,28,46164.19,Belo Horizonte,A,7.1,Bom
212,31,27284.4,Belo Horizonte,A,5.5,Bom
213,24,14843.39,Belo Horizonte,A,6.1,Bom
214,33,1726.53,Rio de Janeiro,B,7.7,Bom
215,74,31124.29,São Paulo,B,8.0,Bom
216,19,19057.4,São Paulo,A,7.9,Bom
217,67,34282.7,Vitória,B,8.4,Bom
218,63,45831.33,Vitória,B,5.3,Bom
219,24,3993.11,Vitória,B,5.3,Bom
220,63,34661.73,Rio de Janeiro,A,6.4,Bom
221,31,41545.88,Vitória,B,7.4,Bom
222,18,17005.64,Vitória,A,8.6,Bom
223,33,4988.71,São Paulo,B,6.4,Bom
224,34,28026.99,Belo Horizonte,A,8.2,Bom
225,82,34449.74,Rio de Janeiro,A,6.6,Bom
226,27,13292.58,Rio de Janeiro,B,8.9,Bom
227,39,43576.32,São Paulo,B,5.6,Bom
228,56,40779.89,Rio de Janeiro,A,7.9,Bom
229,81,16973.34,Rio de Janeiro,A,7.1,Bom
230,54,4078.6,Rio de Janeiro,A,9.1,Bom
231,62,2696.51,Rio de Janeiro,B,7.0,Bom
232,67,10115.37,Vitória,A,7.5,Bom
233,78,33090.59,Belo Horizonte,A,7.9,Bom
234,52,25656.97,São Paulo,B,6.4,Bom
235,19,21918.11,Rio de Janeiro,B,9.7,Bom
236,21,42225.16,Vitória,A,9.3,Bom
237,66,45307.23,Vitória,A,10.0,Bom
238,26,36615.99,São Paulo,A,6.1,Bom
239,78,3871.05,Belo Horizonte,A,5.1,Bom
240,37,23248.14,Belo Horizonte,B,8.2,Bom
241,16,40863.51,São Paulo,A,5.4,Bom
242,64,2266.63,Vitória,B,6.6,Bom
243,56,8486.7,Belo Horizonte,B,7.8,Bom
244,50,2477.65,São Paulo,B,7.0,Bom
245,35,27191.83,São Paulo,A,7.3,Bom
246,18,42944.46,Rio de Janeiro,A,6.4,Bom
247,55,36625.78,Rio de Janeiro,A,5.9,Bom
248,36,13708.17,São Paulo,B,9.9,Bom
249,69,36765.89,Belo Horizonte,B,9.0,Bom
250,44,18496.97,Rio de Janeiro,B,6.3,Bom
251,40,22903.14,Belo Horizonte,B,5.4,Bom
252,26,22123.96,São Paulo,A,6.8,Bom
253,17,24645.32,Rio de Janeiro,B,5.4,Bom
254,49,27074.17,São Paulo,A,5.1,Bom
255,51,36142.24,São Paulo,A,6.6,Bom
256,77,10080.67,Rio de Janeiro,B,8.6,Bom
257,17,31224.82,Rio de Janeiro,B,9.3,Bom
258,42,21710.1,São Paulo,B,8.9,Bom
259,28,21074.82,São Paulo,B,8.8,Bom
260,45,33528.69,Belo Horizonte,B,9.2,Bom
261,37,45439.61,Rio de Janeiro,A,8.5,Bom
262,51,8026.56,São Paulo,B,9.6,Bom
263,37,38288.17,São Paulo,A,5.4,Bom
264,56,35169.92,São Paulo,B,8.5,Bom
265,18,40921.84,Vitória,B,5.9,Bom
266,33,24353.89,Belo Horizonte,A,5.3,Bom
267,50,8151.16,São Paulo,A,8.7,Bom
268,55,35587.61,Vitória,B,9.7,Bom
269,78,44863.78,Rio de Janeiro,A,6.4,Bom
270,26,28138.18,São Paulo,B,8.8,Bom
271,66,10239.95,Belo Horizonte,A,8.5,Bom
272,75,45657.36,Belo Horizonte,B,5.3,Bom
273,29,36456.43,Belo Horizonte,A,5.5,Bom
274,34,45712.53,Belo Horizonte,A,7.4,Bom
275,32,8125.2,Belo Horizonte,A,6.0,Bom
276,33,33582.85,Vitória,A,5.1,Bom
277,54,2477.4,Belo Horizonte,B,9.3,Bom
278,60,8255.98,Vitória,A,6.1,Bom
279,21,40248.8,São Paulo,A,7.0,Bom
280,33,44327.25,Rio de Janeiro,A,5.5,Bom
281,23,45791.28,Rio de Janeiro,B,8.3,Bom
282,47,34731.31,São Paulo,B,9.3,Bom
283,19,21686.58,Rio de Janeiro,B,7.9,Bom
284,70,24751.37,Rio de Janeiro,A,7.2,Bom
285,77,30088.22,Belo Horizonte,B,5.3,Bom
286,56,9690.22,Vitória,B,7.0,Bom
287,50,10572.35,Rio de Janeiro,B,7.1,Bom
288,35,34570.62,Vitória,B,5.4,Bom
289,57,8395.16,Vitória,B,7.8,Bom
290,19,10424.04,Rio de Janeiro,A,6.8,Bom
291,80,20280.85,São Paulo,A,5.7,Bom
292,18,23374.92,São Paulo,A,5.9,Bom
293,53,12085.23,Vitória,A,5.2,Bom
294,38,18799.87,Rio de Janeiro,B,5.8,Bom
295,70,34902.92,Belo Horizonte,B,10.0,Bom
296,31,16828.19,Rio de Janeiro,A,8.1,Bom
297,56,10587.5,Vitória,B,8.2,Bom
298,17,33879.3,São Paulo,A,5.6,Bom
299,65,41889.87,Rio de Janeiro,A,6.7,Bom
300,25,3457.19,Vitória,B,7.6,Bom
301,76,38712.92,Belo Horizonte,B,6.5,Bom
302,49,24674.08,Vitória,B,7.7,Bom
303,35,2101.38,Vitória,A,8.3,Bom
304,37,42641.12,Belo Horizonte,A,9.6,Bom
305,45,43047.63,Rio de Janeiro,B,5.4,Bom
306,55,4339.97,Belo Horizonte,B,5.3,Bom
307,45,35741.64,São Paulo,A,8.3,Bom
308,36,4173.6,São Paulo,A,6.4,Bom
309,80,25821.67,São Paulo,A,6.6,Bom
310,82,18704.37,São Paulo,A,7.6,Bom
311,53,42194.37,Belo Horizonte,B,6.8,Bom
312,69,11458.36,Vitória,B,9.5,Bom
313,67,10946.2,Vitória,A,8.0,Bom
314,64,42411.67,Belo Horizonte,B,8.9,Bom
315,52,41373.42,Belo Horizonte,B,6.8,Bom
316,79,7450.33,Belo Horizonte,B,6.1,Bom
317,49,1617.68,Vitória,B,7.1,Bom
318,54,20599.41,Belo Horizonte,B,5.4,Bom
319,66,19058.21,Rio de Janeiro,A,7.5,Bom
320,26,29207.94,São Paulo,A,6.9,Bom
321,46,26228.57,Vitória,A,9.9,Bom
322,43,7488.98,São Paulo,A,8.6,Bom
323,48,43770.29,São Paulo,A,7.8,Bom
324,35,29825.57,São Paulo,B,10.0,Bom
325,40,15668.88,São Paulo,B,9.1,Bom
326,62,28621.83,Vitória,A,7.1,Bom
327,67,32818.61,Belo Horizonte,A,5.1,Bom
328,64,10749.52,Rio de Janeiro,B,8.5,Bom
329,60,13779.5,Vitória,B,8.9,Bom
330,33,11580.65,Vitória,B,6.8,Bom
331,71,37271.96,Belo Horizonte,B,8.9,Bom
332,27,33054.16,Rio de Janeiro,A,6.4,Bom
333,21,32613.97,Vitória,A,9.5,Bom
334,67,19179.95,São Paulo,A,9.9,Bom
335,58,21806.0,Vitória,A,6.5,Bom
336,32,11931.65,Vitória,A,5.7,Bom
337,66,20074.47,Belo Horizonte,B,7.6,Bom
338,45,13933.24,São Paulo,B,7.4,Bom
339,41,7292.2,Belo Horizonte,B,8.4,Bom
340,45,30868.43,Rio de Janeiro,B,9.3,Bom
341,47,9783.81,Belo Horizonte,A,5.5,Bom
342,39,33215.11,Belo Horizonte,B,5.8,Bom
343,72,37068.51,São Paulo,A,6.5,Bom
344,28,34646.99,Vitória,B,5.7,Bom
345,21,22807.32,Rio de Janeiro,A,6.7,Bom
346,41,33273.09,Rio de Janeiro,B,9.1,Bom
347,78,22117.02,Vitória,A,9.6,Bom
348,21,34088.35,São Paulo,B,7.8,Bom
349,58,45951.29,São Paulo,B,7.3,Bom
350,17,6955.22,São Paulo,B,6.7,Bom
351,54,4349.67,São Paulo,A,9.7,Bom
352,63,17511.52,Rio de Janeiro,B,6.8,Bom
353,35,24202.69,São Paulo,B,7.5,Bom
354,21,32921.19,São Paulo,B,5.0,Bom
355,67,19437.28,São Paulo,B,8.4,Bom
356,74,5819.03,Vitória,B,8.5,Bom
357,40,26386.91,Rio de Janeiro,A,5.3,Bom
358,58,8594.68,Rio de Janeiro,B,8.4,Bom
359,68,9679.18,São Paulo,A,5.1,Bom
360,72,35359.25,Rio de Janeiro,B,9.0,Bom
361,30,30161.14,Vitória,A,5.9,Bom
362,49,28276.99,Belo Horizonte,A,8.1,Bom
363,55,6158.26,Belo Horizonte,B,9.8,Bom
364,53,11305.37,Belo Horizonte,A,7.9,Bom
365,21,32369.89,Belo Horizonte,A,9.0,Bom
366,29,9409.53,Rio de Janeiro,A,6.7,Bom
367,46,17109.66,São Paulo,B,6.8,Bom
368,44,36246.11,Vitória,A,9.6,Bom
369,57,15362.09,São Paulo,B,8.1,Bom
370,79,4468.33,Rio de Janeiro,A,7.1,Bom
371,20,38371.38,São Paulo,B,5.7,Bom
372,50,22699.13,Vitória,B,8.9,Bom
373,76,23834.95,Rio de Janeiro,B,8.4,Bom
374,102,756.28,Vitória,A,3.1,Bom
375,16,29457.63,Rio de Janeiro,A,7.7,Bom
376,45,44036.41,São Paulo,B,8.5,Bom
377,51,32973.9,Belo Horizonte,B,8.6,Bom
378,25,18003.81,Vitória,B,9.4,Bom
379,30,11198.71,Rio de Janeiro,B,7.4,Bom
380,42,1750.95,Rio de Janeiro,A,8.4,Bom
381,37,35200.83,São Paulo,B,9.1,Bom
382,47,41890.64,Belo Horizonte,A,5.7,Bom
383,78,16175.35,Rio de Janeiro,A,6.0,Bom
384,17,6288.58,São Paulo,B,9.8,Bom
385,75,22041.5,Rio de Janeiro,A,10.0,Bom
386,20,28385.48,Belo Horizonte,A,6.8,Bom
387,23,25303.74,São Paulo,B,6.4,Bom
388,76,13606.15,Vitória,A,8.4,Bom
389,10,527.05,Rio de Janeiro,A,3.0,Bom
390,49,15620.51,Vitória,A,5.2,Bom
391,65,6185.33,Vitória,A,5.8,Bom
392,72,14031.63,Vitória,B,6.4,Bom
393,46,10059.92,Vitória,A,9.2,Bom
394,19,15169.45,São Paulo,A,7.8,Bom
395,16,20958.3,Belo Horizonte,A,8.8,Bom
396,59,40696.0,Belo Horizonte,B,9.5,Bom
397,42,9293.08,Belo Horizonte,A,8.9,Bom
398,22,36488.44,São Paulo,A,6.3,Bom
399,70,1553.62,Belo Horizonte,A,9.6,Bom
400,19,16294.22,Vitória,B,5.1,Bom
401,49,37734.15,São Paulo,B,8.5,Bom
402,63,16238.17,São Paulo,A,5.2,Bom
403,50,32830.97,Rio de Janeiro,B,6.3,Bom
404,43,22412.53,São Paulo,B,9.4,Bom
405,31,16994.07,São Paulo,B,6.0,Bom
406,38,22593.79,Vitória,B,8.2,Bom
407,27,23610.75,Vitória,B,7.5,Bom
408,40,20230.53,Rio de Janeiro,B,5.9,Bom
409,70,2232.15,Rio de Janeiro,B,6.2,Bom
410,98,85267.35,Rio de Janeiro,B,2.6,Bom
411,50,31814.36,São Paulo,A,9.4,Bom
412,21,41893.19,São Paulo,B,8.0,Bom
413,33,34309.48,Belo Horizonte,B,5.6,Bom
414,31,41625.03,São Paulo,B,5.4,Bom
415,49,4189.37,Rio de Janeiro,B,5.4,Bom
416,17,27129.28,Vitória,B,9.0,Bom
417,18,4611.51,Vitória,B,5.7,Bom
418,19,13042.0,Rio de Janeiro,B,6.8,Bom
419,60,23946.13,Rio de Janeiro,B,8.2,Bom
420,68,15011.57,Vitória,B,5.7,Bom
421,43,43819.77,Vitória,B,8.4,Bom
422,62,4703.75,Vitória,A,9.9,Bom
423,60,19152.46,Belo Horizonte,B,8.1,Bom
424,73,13653.35,São Paulo,A,9.8,Bom
425,60,21565.19,Belo Horizonte,A,9.4,Bom
426,56,41619.8,Rio de Janeiro,A,5.1,Bom
427,22,43649.88,São Paulo,B,9.1,Bom
428,40,22657.58,São Paulo,A,5.8,Bom
429,62,39984.66,Belo Horizonte,B,7.0,Bom
430,72,11695.09,São Paulo,A,6.9,Bom
431,80,10339.78,São Paulo,A,5.6,Bom
432,35,44756.36,São Paulo,B,6.1,Bom
433,50,19369.97,Vitória,B,8.3,Bom
434,31,6764.4,Rio de Janeiro,A,6.3,Bom
435,54,23185.71,São Paulo,B,8.8,Bom
436,21,4043.17,Belo Horizonte,B,9.3,Bom
437,67,15968.82,Vitória,B,5.5,Bom
438,74,9415.14,Vitória,B,9.9,Bom
439,19,37585.49,Rio de Janeiro,A,9.5,Bom
440,58,36219.86,São Paulo,A,5.1,Bom
441,42,27588.69,Rio de Janeiro,B,5.7,Bom
442,41,45880.68,Rio de Janeiro,B,7.9,Bom
443,38,27605.59,Vitória,A,6.3,Bom
444,54,45978.98,Rio de Janeiro,A,6.5,Bom
445,33,5548.97,Belo Horizonte,A,6.6,Bom
446,39,31596.96,Vitória,A,9.3,Bom
447,25,12664.3,São Paulo,B,5.7,Bom
448,40,28714.22,Belo Horizonte,B,8.8,Bom
449,19,36192.81,São Paulo,A,7.9,Bom
450,45,7433.46,São Paulo,B,7.4,Bom
451,33,31948.08,Vitória,B,9.0,Bom
452,56,42307.84,Rio de Janeiro,B,5.8,Bom
453,59,43081.97,São Paulo,B,6.0,Bom
454,56,43017.53,Rio de Janeiro,B,9.9,Bom
455,45,26532.98,São Paulo,A,6.1,Bom
456,16,37166.19,Belo Horizonte,B,9.6,Bom
457,46,28109.13,Rio de Janeiro,B,7.7,Bom
458,25,27955.36,São Paulo,A,6.2,Bom
459,19,20164.48,Belo Horizonte,B,5.0,Bom
460,44,43581.78,Rio de Janeiro,B,7.5,Bom
461,50,19647.36,Belo Horizonte,A,5.9,Bom
462,60,15164.79,Belo Horizonte,A,8.0,Bom
463,76,29414.7,Vitória,A,5.9,Bom
464,69,22485.16,Vitória,B,9.4,Bom
465,16,22198.15,Vitória,B,7.5,Bom
466,53,6790.33,Belo Horizonte,B,9.0,Bom
467,60,15841.84,Rio de Janeiro,A,6.1,Bom
468,16,25116.14,São Paulo,A,5.1,Bom
469,62,11217.88,São Paulo,B,7.2,Bom
470,68,19387.52,Belo Horizonte,B,8.4,Bom
471,28,40243.22,São Paulo,B,7.7,Bom
472,56,43750.05,São Paulo,A,8.7,Bom
473,35,28908.34,Belo Horizonte,B,7.3,Bom
474,18,20263.24,São Paulo,A,8.1,Bom
475,22,8251.06,Belo Horizonte,A,7.8,Bom
476,71,28883.55,São Paulo,B,8.0,Bom
477,29,26818.06,Belo Horizonte,A,5.7,Bom
478,24,2297.91,Vitória,B,9.1,Bom
479,73,3743.9,Belo Horizonte,B,5.7,Bom
480,34,36182.17,São Paulo,B,5.1,Bom
481,32,8229.22,Belo Horizonte,A,9.9,Bom
482,61,41701.72,São Paulo,A,6.4,Bom
483,36,31410.77,Rio de Janeiro,A,6.5,Bom
484,52,26231.11,Vitória,B,5.8,Bom
485,67,44087.45,Rio de Janeiro,A,5.3,Bom
486,66,9954.93,Vitória,A,5.4,Bom
487,37,21218.08,Rio de Janeiro,A,7.7,Bom
488,64,20508.54,Vitória,B,9.8,Bom
489,61,44630.88,Rio de Janeiro,A,8.5,Bom
490,16,14406.37,Vitória,B,9.9,Bom
491,68,38202.59,São Paulo,B,7.3,Bom
492,40,10083.11,Rio de Janeiro,A,8.0,Bom
493,37,18268.37,São Paulo,B,6.4,Bom
494,41,44693.6,Vitória,A,5.2,Bom
495,76,25602.25,São Paulo,B,5.3,Bom
496,65,38095.39,São Paulo,B,7.3,Bom
497,16,29372.74,São Paulo,B,9.9,Bom
498,78,14167.43,Belo Horizonte,B,7.1,Bom
499,71,45230.71,São Paulo,A,7.9,Bom
500,30,11470.84,Vitória,A,6.0,Bom
501,42,15520.61,Vitória,B,5.3,Bom
502,75,24298.08,Belo Horizonte,B,7.0,Bom
503,82,20075.46,São Paulo,A,5.3,Bom
504,51,8362.25,Belo Horizonte,B,9.1,Bom
505,57,40000.1,Belo Horizonte,B,8.1,Bom
506,62,33207.83,Vitória,A,7.0,Bom
507,32,11272.84,Rio de Janeiro,A,9.1,Bom
508,16,33889.66,São Paulo,A,9.6,Bom
509,31,19291.82,Belo Horizonte,A,5.6,Bom
510,66,4662.3,São Paulo,B,8.6,Bom
511,76,27281.29,Belo Horizonte,A,6.1,Bom
512,42,12041.5,Rio de Janeiro,A,5.7,Bom
513,70,28374.41,Belo Horizonte,B,7.8,Bom
514,21,12827.63,Rio de Janeiro,A,8.1,Bom
515,58,27943.28,Belo Horizonte,B,8.3,Bom
516,17,8270.38,São Paulo,A,8.3,Bom
517,76,10565.86,Vitória,A,6.8,Bom
518,21,2625.26,Vitória,A,7.5,Bom
519,73,36686.42,Vitória,B,6.3,Bom
520,26,36540.82,Belo Horizonte,A,5.9,Bom
521,50,30091.41,Vitória,A,6.1,Bom
522,31,31621.14,São Paulo,A,5.4,Bom
523,60,39630.64,Rio de Janeiro,B,9.2,Bom
524,57,44283.81,Vitória,A,7.8,Bom
525,76,28039.08,Rio de Janeiro,B,7.5,Bom
526,48,17371.26,Belo Horizonte,B,6.6,Bom
