id,idade,renda,cidade,categoria,nota,feedback
217,55,2776.75,Maceio,A,0.2,Ruim
218,44,4478.07,Brasilia,A,3.3,Ruim
219,32,10926.82,Porto Alegre,B,0.9,Ruim
220,20,6561.59,Sao Paulo,A,6.2,Bom
221,32,14132.21,Rio de Janeiro,B,7.4,Regular
222,61,14512.72,Brasilia,B,2.0,Ruim
223,25,5704.74,Belo Horizonte,B,8.9,Regular
224,47,11093.2,Palmas,B,5.6,Ruim
225,58,8719.77,Manaus,B,10.0,Regular
226,54,14026.16,Joao Pessoa,B,1.6,Ruim
227,47,8492.12,Sao Paulo,A,0.7,Ruim
228,27,6452.54,Cuiaba,B,9.3,Regular
229,61,5576.88,Natal,B,1.4,Ruim
230,33,14579.58,Salvador,B,6.5,Regular
231,58,11951.63,Palmas,A,2.7,Ruim
232,54,15092.94,Curitiba,A,6.8,Bom
233,35,4572.76,Porto Alegre,B,5.9,Regular
234,25,8912.92,,B,2.9,Ruim
235,60,10221.68,Recife,A,6.9,Bom
236,40,,Brasilia,A,7.1,Bom
237,51,14227.59,Florianopolis,B,5.1,Regular
238,26,11781.47,Campo Grande,A,1.4,Ruim
239,48,9149.28,Recife,B,0.4,Ruim
240,18,6077.17,Palmas,B,,Regular
241,54,14399.91,Goiania,A,4.7,Regular
242,23,11118.23,Belo Horizonte,B,8.3,Regular
243,65,11860.88,Campo Grande,B,8.3,Regular
244,54,13235.88,Belo Horizonte,A,3.7,Ruim
245,66,13896.97,Sao Paulo,B,8.7,Regular
246,37,4503.64,Sao Paulo,A,6.9,Bom
247,66,12202.73,Palmas,B,4.5,Regular
248,63,10728.01,Porto Alegre,B,5.5,Regular
249,62,6432.71,Sao Paulo,B,9.2,Regular
250,,8120.11,Fortaleza,B,9.2,Regular
251,69,11808.72,Recife,A,1.7,Ruim
252,31,12725.12,Sao Paulo,B,7.0,Regular
253,55,14306.51,Joao Pessoa,A,3.2,Ruim
254,31,9639.01,Campo Grande,B,6.0,Regular
255,62,4061.72,Campo Grande,B,5.2,Regular
256,28,5424.5,Curitiba,B,6.0,Bom
257,39,11392.82,Aracaju,A,2.3,Ruim
258,25,13092.22,Joao Pessoa,B,,Regular
259,48,6725.3,Palmas,B,0.1,Ruim
260,34,15280.3,Joao Pessoa,B,9.0,Regular
261,43,15340.09,Joao Pessoa,A,3.5,Ruim
262,67,3217.45,Teresina,A,6.4,Bom
263,22,15037.62,Joao Pessoa,B,8.7,Regular
264,22,6872.85,Manaus,A,9.9,Bom
265,21,8380.08,Florianopolis,B,5.2,Ruim
266,21,14776.68,Curitiba,A,6.0,Bom
267,26,2109.29,Florianopolis,B,6.7,Regular
268,35,1871.2,Porto Alegre,A,8.9,Regular
269,56,6524.2,Curitiba,B,0.4,Ruim
270,37,8774.23,Palmas,B,3.6,Ruim
271,34,3589.92,Natal,B,9.6,Regular
272,34,3339.32,Fortaleza,A,1.9,Ruim
273,22,8466.98,Salvador,A,5.8,Ruim
274,62,4300.19,Teresina,A,1.2,Ruim
275,54,7786.84,Rio de Janeiro,B,1.6,Ruim
276,55,7222.55,Goiania,A,0.0,Ruim
277,68,7156.65,Manaus,A,1.6,Ruim
278,49,9535.77,Florianopolis,B,0.5,Ruim
279,54,2150.21,Palmas,A,5.2,Regular
280,,12011.46,Curitiba,B,5.2,Ruim
281,,1822.2,Cuiaba,B,1.0,Ruim
282,39,10484.56,Campo Grande,A,4.0,Ruim
283,66,3176.56,Florianopolis,A,3.2,Ruim
284,37,9701.72,Goiania,A,0.5,Ruim
285,36,7015.6,Brasilia,A,7.1,Bom
286,57,13282.69,Joao Pessoa,A,7.3,Bom
287,17,2549.06,Sao Paulo,B,9.1,Regular
288,,5128.14,Recife,A,8.8,Bom
289,17,7853.84,Campo Grande,B,7.5,Regular
290,54,2730.76,Natal,A,1.2,Ruim
291,51,9311.1,Curitiba,A,7.3,Bom
292,66,4002.5,Florianopolis,B,3.0,Ruim
293,65,7953.25,Rio de Janeiro,B,9.2,Bom
294,39,14923.95,Joao Pessoa,A,3.1,Ruim
295,29,7598.91,Manaus,A,7.1,Bom
296,21,5643.85,,B,1.6,Ruim
297,61,3905.33,Natal,B,7.3,Regular
298,67,6117.68,Natal,B,2.8,Ruim
299,55,,Florianopolis,B,7.7,Regular
300,17,12707.0,Campo Grande,B,8.5,Regular
301,50,14361.2,Cuiaba,B,1.0,Ruim
302,47,8294.12,Cuiaba,B,8.0,Regular
303,66,1705.07,Porto Alegre,A,1.0,Ruim
304,67,10035.07,Sao Paulo,A,6.5,Bom
305,38,3279.8,Salvador,B,3.7,Ruim
306,56,4024.41,Goiania,B,9.2,Regular
307,27,3645.58,Fortaleza,B,7.9,Bom
308,18,5610.5,Recife,B,4.7,Ruim
309,67,12481.53,Porto Alegre,A,2.3,Ruim
310,25,13425.34,Brasilia,A,7.6,Bom
311,49,1777.57,Belo Horizonte,B,8.9,Regular
312,38,3949.51,Brasilia,B,2.6,Ruim
313,57,7907.71,Palmas,A,5.0,Regular
314,65,14430.73,Goiania,A,9.9,Bom
315,45,7864.31,Florianopolis,B,5.1,Regular
316,63,12258.88,Maceio,A,0.6,Ruim
317,49,,Florianopolis,A,5.0,Regular
318,62,9092.76,Curitiba,A,7.6,Bom
319,23,11905.94,Recife,A,3.8,Ruim
320,43,,Salvador,B,7.7,Regular
321,45,10784.7,Rio de Janeiro,B,0.9,Ruim
322,36,15198.28,Joao Pessoa,A,1.0,Ruim
323,23,5188.8,Maceio,B,0.2,Ruim
324,58,12397.2,Belo Horizonte,B,3.1,Ruim
325,16,,Teresina,B,4.4,Ruim
326,51,2869.15,Natal,B,0.9,Ruim
327,47,13132.77,Teresina,A,,Bom
328,60,1788.81,Recife,A,6.7,Bom
329,57,6360.53,Palmas,A,1.9,Ruim
330,54,4668.57,Manaus,A,4.5,Regular
331,18,8962.01,Brasilia,B,9.1,Bom
332,54,9058.15,Palmas,A,3.9,Ruim
333,16,3623.99,Porto Alegre,A,0.4,Ruim
334,18,14503.47,Rio de Janeiro,A,4.3,Regular
335,46,2644.84,Fortaleza,A,2.5,Ruim
336,28,,Aracaju,B,9.3,Regular
337,34,9150.94,Brasilia,B,4.4,Regular
338,52,14317.58,Curitiba,A,3.9,Ruim
339,31,14549.38,Belo Horizonte,A,4.2,Regular
340,52,3368.6,Cuiaba,A,6.4,Bom
341,60,14525.0,Maceio,A,6.6,Bom
342,61,14721.9,Fortaleza,A,2.1,Ruim
343,37,6915.96,Porto Alegre,B,6.5,Bom
344,23,1702.41,Cuiaba,B,2.8,Ruim
345,36,8651.28,Campo Grande,A,3.8,Ruim
346,50,10053.61,Curitiba,B,,Ruim
347,64,3962.51,Natal,B,1.7,Ruim
348,51,5254.69,Brasilia,B,7.9,Bom
349,33,6572.0,,B,2.7,Ruim
350,64,5566.01,Campo Grande,A,6.7,Bom
351,47,,Palmas,A,,Ruim
352,68,9633.43,Palmas,A,4.2,Regular
353,30,4398.65,Brasilia,B,8.3,Regular
354,51,15382.42,Goiania,B,5.9,Regular
355,60,7167.21,,A,0.4,Ruim
356,56,14500.39,Maceio,A,4.5,Regular
357,60,11322.22,Salvador,B,6.6,Regular
358,44,5775.35,Florianopolis,B,7.3,Bom
359,48,12273.72,Porto Alegre,A,3.4,Ruim
360,18,3685.11,Aracaju,A,7.7,Bom
361,60,11796.21,Palmas,A,0.0,Ruim
362,21,11393.53,Salvador,B,5.2,Regular
363,61,2603.61,Joao Pessoa,B,5.5,Regular
364,,4092.32,Aracaju,B,1.1,Ruim
365,44,1945.73,Natal,A,6.4,Bom
366,,,Sao Paulo,A,2.7,Ruim
367,38,,Belo Horizonte,B,3.9,Ruim
368,23,13935.25,Curitiba,A,5.0,Ruim
369,47,3383.13,Recife,A,0.9,Ruim
370,28,5322.14,Cuiaba,A,3.1,Ruim
371,60,14113.37,Recife,B,8.8,Regular
372,38,13367.5,Aracaju,A,9.2,Bom
373,53,9617.93,Rio de Janeiro,B,0.9,Ruim
374,40,1984.08,Salvador,B,7.0,Regular
375,51,11286.53,Manaus,B,1.9,Ruim
376,20,1599.54,Cuiaba,B,2.2,Ruim
377,43,5574.78,Joao Pessoa,A,3.4,Ruim
378,17,2844.02,Aracaju,B,0.7,Ruim
379,68,11791.49,Campo Grande,B,8.5,Regular
380,49,5774.34,Brasilia,A,3.5,Ruim
381,57,3727.6,Brasilia,B,4.4,Regular
382,28,7321.97,Recife,B,2.6,Ruim
383,43,9584.44,Fortaleza,B,0.1,Ruim
384,27,10973.23,Sao Paulo,A,5.9,Ruim
385,43,3235.43,Florianopolis,A,4.9,Regular
386,66,,Rio de Janeiro,A,0.2,Ruim
387,53,9820.01,Sao Paulo,B,6.4,Regular
388,28,2928.61,,A,4.6,Regular
389,70,14915.94,Porto Alegre,B,1.3,Ruim
390,24,6678.6,Palmas,A,6.6,Bom
391,67,2769.72,Manaus,A,1.3,Ruim
392,39,7594.87,Cuiaba,B,0.5,Ruim
393,68,,Cuiaba,A,2.8,Ruim
394,48,13707.93,Aracaju,B,7.9,Regular
395,56,2167.27,Teresina,B,6.4,Bom
396,39,3606.34,Palmas,B,7.7,Bom
397,46,9407.12,Sao Paulo,A,4.6,Regular
398,64,12767.33,Goiania,A,1.2,Ruim
399,44,2814.19,Aracaju,A,8.9,Bom
400,39,4757.94,Salvador,A,7.2,Bom
401,42,2779.79,Salvador,B,3.6,Ruim
402,41,8224.6,Salvador,A,2.3,Ruim
403,22,13767.32,Natal,A,8.1,Bom
404,17,9774.66,Sao Paulo,B,4.3,Ruim
405,66,6843.2,Cuiaba,A,4.3,Regular
406,18,7184.71,Recife,B,9.1,Bom
407,31,11665.85,Campo Grande,B,1.9,Ruim
408,17,7526.54,Rio de Janeiro,A,4.4,Regular
409,20,5520.33,Manaus,B,6.5,Regular
410,49,12857.99,Maceio,B,2.5,Ruim
411,42,7575.64,Curitiba,B,5.3,Regular
412,16,5361.29,Aracaju,A,6.8,Regular
413,70,7157.44,Sao Paulo,A,4.4,Regular
414,35,3735.79,Sao Paulo,A,9.9,Bom
415,67,5947.27,Fortaleza,B,4.4,Regular
416,19,12539.8,Cuiaba,A,9.3,Bom
417,69,13135.15,Maceio,B,5.1,Regular
418,55,8320.61,Curitiba,A,9.2,Bom
419,25,9149.0,Aracaju,B,4.8,Regular
420,42,4403.13,Manaus,A,,Ruim
421,18,7411.42,Porto Alegre,A,7.1,Bom
422,20,4376.13,Brasilia,B,6.4,Bom
423,60,1799.54,Porto Alegre,A,6.0,Bom
424,65,4405.36,Teresina,A,0.9,Ruim
425,46,10237.69,Rio de Janeiro,A,4.3,Ruim
426,61,7657.27,Teresina,A,0.2,Ruim
427,26,4985.76,,B,1.3,Ruim
428,42,1620.99,Salvador,B,1.0,Ruim
429,66,13194.73,Maceio,B,6.7,Regular
430,42,9054.87,Campo Grande,A,1.0,Ruim
431,62,10867.0,Natal,A,4.7,Regular
432,25,12545.13,Cuiaba,B,3.2,Ruim
433,50,9964.9,Sao Paulo,B,9.9,Regular
434,65,13517.24,Natal,A,7.1,Bom
435,52,1673.72,Cuiaba,A,7.3,Bom
436,41,12930.97,Curitiba,B,0.2,Ruim
437,51,2247.16,Campo Grande,B,4.1,Regular
438,18,11144.26,Brasilia,B,,Regular
439,24,6882.96,Palmas,B,7.1,Regular
440,20,14158.58,Joao Pessoa,A,,Ruim
441,47,2206.94,Manaus,A,3.0,Ruim
442,25,10015.34,Teresina,B,7.4,Regular
443,53,13710.54,Porto Alegre,A,1.8,Ruim
444,63,6023.18,Natal,B,7.7,Regular
445,59,4794.26,Natal,A,4.8,Regular
446,59,9877.63,Cuiaba,A,8.3,Bom
447,66,11381.08,Rio de Janeiro,B,0.5,Ruim
448,42,10035.22,Sao Paulo,A,1.9,Ruim
449,48,10022.5,Aracaju,A,5.3,Ruim
450,35,6324.92,Campo Grande,B,1.1,Ruim
451,34,9809.95,Salvador,B,8.5,Regular
452,65,6701.91,Brasilia,A,2.0,Ruim
453,21,6616.06,Maceio,B,8.3,Bom
454,24,4691.71,Recife,A,,Regular
455,53,13082.56,Goiania,B,6.4,Regular
456,17,2122.88,Joao Pessoa,B,0.5,Ruim
457,29,7073.54,Rio de Janeiro,A,3.6,Ruim
458,47,11626.22,Curitiba,A,0.5,Ruim
459,50,15103.15,Campo Grande,A,9.9,Bom
460,67,13586.16,Teresina,A,6.5,Bom
461,60,6654.04,Curitiba,A,,Ruim
462,21,13998.46,Recife,A,5.2,Regular
463,26,2574.49,Teresina,A,0.2,Ruim
464,25,,Aracaju,A,8.7,Bom
465,68,13263.33,Goiania,A,1.3,Ruim
466,41,5819.43,Teresina,A,9.6,Bom
467,53,13760.33,Belo Horizonte,A,3.8,Ruim
468,38,5184.63,Cuiaba,B,1.5,Ruim
469,20,12048.6,,B,9.4,Regular
470,,1671.34,Joao Pessoa,B,5.2,Ruim
471,43,6853.75,Campo Grande,B,2.4,Ruim
472,21,10025.06,Teresina,B,6.4,Regular
473,29,11764.66,Campo Grande,A,0.1,Ruim
474,31,10456.03,,B,8.5,Regular
475,50,7223.57,Sao Paulo,B,10.0,Bom
476,46,7188.79,Campo Grande,A,,Ruim
477,50,4530.57,Curitiba,B,2.6,Ruim
478,40,6896.57,Brasilia,B,8.8,Bom
479,48,8872.8,Campo Grande,B,2.9,Ruim
480,69,12826.16,Cuiaba,B,2.5,Ruim
481,42,,Campo Grande,B,1.5,Ruim
482,59,2181.17,Belo Horizonte,B,6.6,Bom
483,68,9870.57,,A,10.0,Bom
484,46,,,B,0.2,Ruim
485,24,10643.06,Salvador,A,4.5,Ruim
486,22,8401.35,Joao Pessoa,B,3.0,Ruim
487,36,4458.16,Fortaleza,A,0.8,Ruim
488,70,4195.6,Porto Alegre,A,1.8,Ruim
489,68,6599.3,Fortaleza,B,8.4,Regular
490,58,6440.54,Recife,A,9.5,Bom
491,17,8822.3,Maceio,B,9.4,Ruim
492,39,6438.91,Florianopolis,B,8.7,Bom
493,,3770.01,Rio de Janeiro,B,5.2,Ruim
494,41,1560.03,Teresina,A,1.7,Ruim
495,67,7863.22,Goiania,B,6.9,Regular
496,38,8790.75,Palmas,A,5.4,Ruim
497,,11676.8,Recife,A,0.6,Ruim
498,46,4057.14,Goiania,A,6.2,Bom
499,69,7140.46,Cuiaba,B,6.6,Bom
500,28,10457.57,Rio de Janeiro,B,2.0,Ruim
501,45,13932.03,Curitiba,A,9.8,Bom
502,32,9086.37,Cuiaba,B,4.4,Ruim
503,67,2410.67,Belo Horizonte,B,3.6,Ruim
504,31,10066.95,Aracaju,B,9.6,Regular
505,66,7758.02,Florianopolis,A,8.3,Bom
506,61,,Sao Paulo,A,0.3,Ruim
507,56,7224.98,Rio de Janeiro,A,5.7,Regular
508,49,8763.64,Teresina,A,2.5,Ruim
509,23,11514.49,Campo Grande,A,9.2,Bom
510,37,,Teresina,A,9.9,Bom
511,,14071.21,Palmas,A,1.3,Ruim
512,38,14895.63,Aracaju,A,7.1,Bom
513,55,,Teresina,A,5.5,Regular
514,46,2710.19,Manaus,A,5.1,Ruim
515,60,7369.02,Joao Pessoa,A,6.0,Bom
516,43,7701.2,Belo Horizonte,B,0.4,Ruim
517,18,1951.85,Rio de Janeiro,A,8.3,Bom
518,64,,Recife,A,7.9,Bom
519,42,14249.1,Joao Pessoa,A,7.0,Bom
520,58,2926.07,Natal,A,8.3,Bom
521,70,10758.62,Salvador,B,10.0,Regular
522,59,14080.37,Palmas,B,1.3,Ruim
523,58,2200.27,Maceio,A,0.8,Ruim
524,29,3731.38,Goiania,B,3.2,Ruim
525,48,1583.41,Fortaleza,B,9.4,Regular
526,32,7114.14,Maceio,B,2.3,Ruim
527,66,4511.32,Campo Grande,A,7.6,Bom
528,35,14360.46,Goiania,A,3.7,Ruim
529,,10170.93,Goiania,B,7.9,Regular
530,,3693.84,Manaus,B,4.3,Regular
531,61,5134.96,Brasilia,A,4.9,Regular
532,45,3182.46,Florianopolis,A,4.3,Regular
533,41,4735.7,Natal,A,5.0,Regular
534,27,14031.06,Goiania,A,5.1,Ruim
535,48,5232.05,Palmas,B,2.7,Ruim
536,32,3282.09,Porto Alegre,A,0.9,Ruim
537,58,9715.95,Campo Grande,A,1.4,Ruim
538,19,8085.85,Curitiba,A,9.9,Bom
539,49,14886.14,Campo Grande,A,7.0,Bom
540,63,14761.76,Aracaju,B,8.1,Regular
541,45,9904.55,Natal,B,3.5,Ruim
542,48,4153.39,Joao Pessoa,A,2.9,Ruim
543,49,13289.96,Campo Grande,B,4.2,Regular
544,16,,Teresina,A,6.9,Bom
545,60,7623.38,Rio de Janeiro,A,5.4,Regular
546,50,5073.82,Joao Pessoa,B,2.8,Ruim
547,31,11055.7,Joao Pessoa,B,3.7,Ruim
548,37,,Salvador,A,7.6,Bom
549,59,2370.45,Campo Grande,A,4.8,Regular
550,54,8394.26,Salvador,A,5.7,Regular
551,42,,Brasilia,A,4.1,Regular
