id,idade,renda,cidade,categoria,nota,feedback
66,56,30561.49,Belo Horizonte,B,8.4,Bom
67,51,2982.67,São Paulo,B,7.1,Bom
68,40,19242.39,Belo Horizonte,A,5.1,Bom
69,32,35098.28,Belo Horizonte,A,5.8,Bom
70,74,41071.04,Rio de Janeiro,B,8.9,Bom
71,26,5633.91,São Paulo,A,6.6,Bom
72,31,14927.29,São Paulo,A,6.6,Bom
73,40,37300.19,Belo Horizonte,B,8.3,Bom
74,57,33745.48,Rio de Janeiro,B,7.3,Bom
75,48,34482.71,Vitória,B,8.3,Bom
76,30,4288.32,Rio de Janeiro,B,9.3,Bom
77,18,15517.35,Vitória,B,7.2,Bom
78,32,15008.35,Rio de Janeiro,A,8.2,Bom
79,33,6484.32,São Paulo,B,6.7,Bom
80,27,5420.56,Vitória,A,8.9,Bom
81,20,41339.07,Rio de Janeiro,B,6.2,Bom
82,26,36994.68,São Paulo,A,8.5,Bom
83,34,35148.67,Vitória,B,7.9,Bom
84,39,22845.52,Belo Horizonte,B,5.5,Bom
85,68,15689.59,Belo Horizonte,A,7.9,Bom
86,82,39201.51,Belo Horizonte,A,7.3,Bom
87,48,21107.63,Belo Horizonte,A,9.8,Bom
88,33,19207.58,Belo Horizonte,B,9.0,Bom
89,78,29424.66,São Paulo,B,7.2,Bom
90,28,42894.19,São Paulo,A,7.4,Bom
91,43,35237.42,Rio de Janeiro,A,7.7,Bom
92,38,20149.12,Rio de Janeiro,B,5.7,Bom
93,32,12044.29,São Paulo,B,7.8,Bom
94,80,44853.97,Vitória,A,5.9,Bom
95,54,26879.3,Vitória,A,7.3,Bom
96,33,39593.03,Rio de Janeiro,A,9.9,Bom
97,78,14300.88,Belo Horizonte,B,5.5,Bom
98,67,18211.5,Vitória,A,5.5,Bom
99,30,8744.54,São Paulo,B,8.9,Bom
100,44,38941.45,Rio de Janeiro,A,5.8,Bom
101,48,29303.22,Vitória,A,6.3,Bom
102,69,25474.6,Rio de Janeiro,B,9.4,Bom
103,27,10419.51,Rio de Janeiro,B,7.6,Bom
104,33,19931.62,Rio de Janeiro,B,5.1,Bom
105,23,15560.7,São Paulo,A,6.7,Bom
106,19,46111.58,Vitória,A,6.8,Bom
107,67,27075.06,Vitória,B,5.1,Bom
108,21,27154.34,São Paulo,B,6.4,Bom
109,60,26155.29,São Paulo,B,6.4,Bom
110,75,23456.83,Belo Horizonte,A,9.0,Bom
111,31,6398.79,Rio de Janeiro,B,8.7,Bom
112,62,32280.94,Vitória,A,6.5,Bom
113,27,22025.71,Vitória,B,8.1,Bom
114,28,29183.01,Rio de Janeiro,A,9.6,Bom
115,32,33856.17,Vitória,A,7.2,Bom
116,67,21642.48,Rio de Janeiro,B,9.5,Bom
117,19,21688.5,Vitória,A,5.7,Bom
118,41,13992.94,São Paulo,B,8.9,Bom
119,43,9022.51,Rio de Janeiro,B,7.4,Bom
120,61,32317.92,Vitória,B,7.0,Bom
121,50,42245.65,Vitória,B,5.9,Bom
122,55,25718.21,São Paulo,B,5.7,Bom
123,53,19069.63,Rio de Janeiro,A,5.1,Bom
124,66,2208.99,Belo Horizonte,B,5.8,Bom
125,19,13264.1,Belo Horizonte,B,9.1,Bom
126,21,25605.48,São Paulo,B,5.6,Bom
127,27,6133.11,Rio de Janeiro,A,6.5,Bom
128,20,14686.15,São Paulo,B,5.8,Bom
129,80,11404.09,Vitória,B,9.1,Bom
130,53,20766.09,Rio de Janeiro,B,8.9,Bom
131,73,10545.22,Belo Horizonte,A,8.3,Bom
132,62,4619.01,São Paulo,A,8.3,Bom
133,20,12757.86,Vitória,A,8.6,Bom
134,70,4568.23,Belo Horizonte,B,8.8,Bom
135,36,44234.91,Belo Horizonte,B,8.6,Bom
136,72,44249.36,Rio de Janeiro,A,7.4,Bom
137,44,32139.14,Belo Horizonte,B,9.4,Bom
138,56,36593.55,Belo Horizonte,A,7.7,Bom
139,52,26238.18,Belo Horizonte,B,7.9,Bom
140,53,46125.77,São Paulo,B,7.1,Bom
141,68,23546.36,Rio de Janeiro,B,8.8,Bom
142,23,43937.07,Vitória,A,8.9,Bom
143,50,32202.68,Belo Horizonte,A,6.4,Bom
144,73,7258.34,Belo Horizonte,B,5.7,Bom
145,63,22148.41,Belo Horizonte,A,5.0,Bom
146,36,6102.92,Vitória,B,6.0,Bom
147,24,20090.28,Belo Horizonte,B,7.4,Bom
148,82,45343.83,Vitória,A,5.1,Bom
149,21,36717.0,Vitória,B,5.9,Bom
150,82,34094.17,Belo Horizonte,A,5.9,Bom
151,66,19730.66,Rio de Janeiro,A,9.2,Bom
152,36,13178.54,São Paulo,B,8.2,Bom
153,18,4787.6,Vitória,B,9.6,Bom
154,65,38588.94,Rio de Janeiro,B,8.4,Bom
155,72,33737.8,Vitória,A,9.1,Bom
156,76,12267.88,Belo Horizonte,B,5.5,Bom
157,63,14419.6,São Paulo,A,8.7,Bom
158,42,25378.07,Belo Horizonte,B,8.7,Bom
159,53,5494.41,Belo Horizonte,B,7.0,Bom
160,33,16938.48,Belo Horizonte,A,7.1,Bom
161,22,43884.29,Vitória,B,6.4,Bom
162,33,22203.51,São Paulo,B,5.6,Bom
163,58,40160.25,São Paulo,A,5.9,Bom
164,64,34203.69,Rio de Janeiro,B,6.6,Bom
165,40,31278.18,Vitória,A,6.4,Bom
166,44,10386.34,Belo Horizonte,B,5.5,Bom
167,24,1774.25,Rio de Janeiro,B,9.6,Bom
168,23,35361.31,Rio de Janeiro,B,6.8,Bom
169,19,28871.71,Vitória,A,9.9,Bom
170,65,31872.28,Vitória,B,8.3,Bom
171,56,12042.17,Vitória,A,8.5,Bom
172,18,28633.6,Vitória,A,5.5,Bom
173,16,17468.31,São Paulo,A,9.3,Bom
174,67,24994.29,São Paulo,A,7.9,Bom
175,46,13808.25,Rio de Janeiro,A,7.6,Bom
176,34,43200.42,São Paulo,B,9.3,Bom
177,47,25193.09,Belo Horizonte,B,6.3,Bom
178,35,40227.11,Rio de Janeiro,B,5.3,Bom
179,82,33541.11,Vitória,B,6.8,Bom
180,24,7917.17,Rio de Janeiro,A,7.0,Bom
181,79,6331.45,Rio de Janeiro,B,8.3,Bom
182,43,44772.84,São Paulo,B,5.3,Bom
183,19,18812.59,São Paulo,A,9.5,Bom
184,18,3063.65,São Paulo,B,9.1,Bom
185,53,17056.68,Rio de Janeiro,B,5.6,Bom
186,78,32574.86,Vitória,B,5.6,Bom
187,72,17005.8,São Paulo,B,5.4,Bom
188,44,32129.09,Rio de Janeiro,A,8.9,Bom
189,43,19572.99,Vitória,A,5.5,Bom
190,63,38983.32,Rio de Janeiro,A,6.3,Bom
191,56,4325.18,São Paulo,A,6.9,Bom
192,77,17577.72,Vitória,B,8.9,Bom
193,58,39808.59,Rio de Janeiro,A,7.4,Bom
194,58,36414.21,São Paulo,B,7.9,Bom
195,71,26195.64,São Paulo,B,9.1,Bom
196,52,16245.47,Vitória,B,8.1,Bom
197,70,34186.78,São Paulo,A,5.7,Bom
198,67,8016.27,São Paulo,A,5.5,Bom
199,50,8192.72,São Paulo,B,9.7,Bom
200,42,19014.0,São Paulo,A,5.7,Bom
201,53,37089.83,Vitória,A,5.1,Bom
202,43,22432.77,São Paulo,A,5.6,Bom
203,52,15953.93,Belo Horizonte,B,9.7,Bom
204,20,20125.54,Belo Horizonte,A,5.8,Bom
205,70,44765.06,São Paulo,B,7.3,Bom
206,81,42939.42,São Paulo,B,8.9,Bom
207,16,7321.68,Vitória,A,5.2,Bom
208,53,43066.01,Vitória,A,6.2,Bom
209,27,26130.82,Belo Horizonte,A,5.7,Bom
210,51,44456.25,Rio de Janeiro,B,9.5,Bom
211,19,4890.32,Vitória,A,7.5,Bom
212,23,18339.02,Belo Horizonte,A,9.4,Bom
213,78,38139.95,Belo Horizonte,A,9.6,Bom
214,62,44568.53,Rio de Janeiro,A,6.1,Bom
215,54,30618.17,Rio de Janeiro,A,5.5,Bom
216,44,12265.12,São Paulo,B,7.9,Bom
217,74,23790.74,Vitória,B,7.4,Bom
218,22,21732.65,Vitória,A,9.8,Bom
219,34,40062.2,Belo Horizonte,B,5.1,Bom
220,72,25143.17,Vitória,B,7.4,Bom
221,76,16498.36,Vitória,B,6.1,Bom
222,48,20003.4,Belo Horizonte,A,7.5,Bom
223,37,12863.99,São Paulo,B,9.2,Bom
224,78,14050.31,Rio de Janeiro,B,6.5,Bom
225,72,11675.47,Rio de Janeiro,B,6.2,Bom
226,81,34036.18,Rio de Janeiro,B,6.1,Bom
227,68,28846.75,Vitória,A,7.8,Bom
228,23,29378.94,São Paulo,B,9.0,Bom
229,78,41046.31,São Paulo,B,5.1,Bom
230,17,25741.53,São Paulo,B,10.0,Bom
231,37,25474.06,Belo Horizonte,A,8.6,Bom
232,29,44442.12,Rio de Janeiro,A,9.8,Bom
233,43,43890.63,Rio de Janeiro,A,9.3,Bom
234,69,3831.14,Rio de Janeiro,B,5.9,Bom
235,25,27662.76,Belo Horizonte,B,6.4,Bom
236,19,39419.03,Rio de Janeiro,B,8.2,Bom
237,45,12139.69,Rio de Janeiro,B,5.5,Bom
238,20,13973.6,São Paulo,A,8.5,Bom
239,78,32272.86,São Paulo,A,8.2,Bom
240,27,40673.51,Rio de Janeiro,A,8.4,Bom
241,45,28920.25,São Paulo,A,8.9,Bom
242,82,14255.12,Belo Horizonte,A,6.1,Bom
243,60,45934.54,Vitória,A,5.2,Bom
244,79,38246.81,Vitória,B,7.2,Bom
245,75,16770.23,Belo Horizonte,B,9.4,Bom
246,81,22878.86,São Paulo,B,5.2,Bom
247,78,2009.55,Vitória,B,8.9,Bom
248,73,44144.17,Belo Horizonte,B,8.5,Bom
249,17,26434.24,Belo Horizonte,B,6.1,Bom
250,75,23411.14,Vitória,B,10.0,Bom
251,66,19448.23,São Paulo,B,8.5,Bom
252,64,34449.87,Belo Horizonte,A,6.8,Bom
253,71,32023.54,Rio de Janeiro,A,8.5,Bom
254,51,13402.85,São Paulo,A,7.0,Bom
255,21,31691.1,Rio de Janeiro,A,9.3,Bom
256,40,30776.67,Belo Horizonte,A,7.2,Bom
257,29,43086.64,São Paulo,A,7.5,Bom
258,38,36741.75,Vitória,A,5.1,Bom
259,26,16069.07,Vitória,A,7.3,Bom
260,24,19850.2,Rio de Janeiro,B,5.9,Bom
261,40,36195.67,São Paulo,A,8.9,Bom
262,56,32972.11,São Paulo,A,5.3,Bom
263,37,35686.35,São Paulo,A,6.8,Bom
264,77,11958.04,São Paulo,A,9.6,Bom
265,33,15539.13,Belo Horizonte,A,7.7,Bom
266,48,25039.29,Belo Horizonte,B,7.9,Bom
267,47,26588.62,Vitória,B,8.3,Bom
268,69,31803.05,Rio de Janeiro,A,7.0,Bom
269,31,40472.28,São Paulo,A,6.0,Bom
270,40,38757.25,Vitória,A,5.8,Bom
271,22,9477.02,Belo Horizonte,A,9.2,Bom
272,59,40850.22,Vitória,A,7.6,Bom
273,20,3155.87,Rio de Janeiro,B,6.1,Bom
274,74,32671.67,Vitória,B,5.2,Bom
275,78,3708.65,Rio de Janeiro,A,8.7,Bom
276,59,3789.28,Vitória,B,7.2,Bom
277,42,2842.04,Vitória,A,8.9,Bom
278,41,23196.11,Belo Horizonte,A,5.5,Bom
279,63,18543.91,Belo Horizonte,A,7.5,Bom
280,23,14247.55,Rio de Janeiro,A,9.2,Bom
281,74,4681.88,Vitória,A,6.4,Bom
282,45,25156.95,Rio de Janeiro,A,5.6,Bom
283,75,7480.8,São Paulo,B,5.5,Bom
284,41,16626.9,Rio de Janeiro,A,9.8,Bom
285,52,29778.39,Belo Horizonte,B,7.1,Bom
286,24,26967.63,Belo Horizonte,A,9.0,Bom
287,29,31070.71,Belo Horizonte,A,9.9,Bom
288,42,43188.32,Rio de Janeiro,B,7.0,Bom
289,39,44109.38,Rio de Janeiro,A,5.6,Bom
290,38,24602.33,Belo Horizonte,A,9.6,Bom
291,62,36928.72,Rio de Janeiro,A,5.4,Bom
292,61,2389.66,Vitória,A,9.8,Bom
293,32,37321.23,Rio de Janeiro,B,5.1,Bom
294,16,30500.79,São Paulo,A,7.4,Bom
295,56,43921.63,Rio de Janeiro,B,9.9,Bom
296,61,44915.75,São Paulo,B,7.9,Bom
297,50,13777.47,São Paulo,B,9.9,Bom
298,63,8850.45,São Paulo,A,9.3,Bom
299,47,44671.42,Vitória,A,9.0,Bom
300,22,6646.12,Vitória,B,8.8,Bom
301,40,39478.38,Vitória,A,8.7,Bom
302,71,23635.35,São Paulo,B,9.6,Bom
303,82,32828.69,Vitória,B,9.5,Bom
304,23,9137.09,Belo Horizonte,A,7.5,Bom
305,29,26652.28,Rio de Janeiro,B,8.2,Bom
306,78,3412.35,Belo Horizonte,A,5.8,Bom
307,65,15456.67,Vitória,B,7.7,Bom
308,72,39061.77,Rio de Janeiro,B,6.7,Bom
309,61,34212.01,Belo Horizonte,B,6.7,Bom
310,46,9643.71,Belo Horizonte,B,8.1,Bom
311,57,16693.01,Belo Horizonte,B,7.5,Bom
312,46,16278.47,Belo Horizonte,B,6.4,Bom
313,51,7145.09,São Paulo,B,6.0,Bom
314,54,28617.48,Vitória,B,8.5,Bom
315,38,27717.59,Rio de Janeiro,B,9.4,Bom
316,53,39915.2,São Paulo,B,8.5,Bom
317,58,40273.17,São Paulo,A,5.3,Bom
318,18,32778.93,Rio de Janeiro,A,9.5,Bom
319,78,45291.91,Belo Horizonte,B,7.4,Bom
320,52,11855.32,Rio de Janeiro,A,6.5,Bom
321,22,24201.63,São Paulo,B,9.8,Bom
322,81,33464.67,Rio de Janeiro,B,9.6,Bom
323,58,25230.34,São Paulo,A,8.8,Bom
324,58,6772.71,Vitória,A,7.6,Bom
325,40,27784.18,Belo Horizonte,B,9.8,Bom
326,23,11275.97,Rio de Janeiro,A,9.6,Bom
327,42,10140.27,São Paulo,A,8.0,Bom
328,37,20248.07,Belo Horizonte,A,9.7,Bom
329,58,24283.1,Belo Horizonte,B,5.7,Bom
330,72,40181.46,Rio de Janeiro,A,7.1,Bom
331,54,26721.26,Rio de Janeiro,B,8.1,Bom
332,60,44241.2,São Paulo,B,8.4,Bom
333,42,8311.95,Belo Horizonte,B,6.2,Bom
334,47,40801.5,Rio de Janeiro,A,8.4,Bom
335,43,4969.56,Rio de Janeiro,A,9.6,Bom
336,25,32426.19,São Paulo,B,5.2,Bom
337,27,6138.15,Vitória,A,8.1,Bom
338,36,12997.74,Belo Horizonte,B,7.8,Bom
339,45,12738.63,Belo Horizonte,B,7.3,Bom
340,53,22231.62,Belo Horizonte,A,8.0,Bom
341,35,15424.73,Belo Horizonte,B,7.4,Bom
342,61,39603.22,São Paulo,B,7.4,Bom
343,50,18417.36,Belo Horizonte,B,6.1,Bom
344,80,41152.54,Rio de Janeiro,B,8.5,Bom
345,65,30270.38,Rio de Janeiro,A,8.0,Bom
346,69,13520.99,Belo Horizonte,B,5.7,Bom
347,41,42315.0,São Paulo,A,6.8,Bom
348,62,36028.65,Vitória,A,8.5,Bom
349,23,27471.96,Vitória,A,8.6,Bom
350,51,38528.5,Belo Horizonte,A,9.3,Bom
351,61,15117.19,Rio de Janeiro,B,8.1,Bom
352,23,43266.4,Vitória,A,8.1,Bom
353,47,38574.82,Rio de Janeiro,B,6.1,Bom
354,10,1361.34,Vitória,B,2.7,Bom
355,50,34103.91,São Paulo,B,8.1,Bom
356,50,19926.04,São Paulo,B,6.8,Bom
357,27,25925.39,Belo Horizonte,B,5.2,Bom
358,46,44743.92,Vitória,B,6.4,Bom
359,30,44885.26,São Paulo,A,5.6,Bom
360,57,35165.59,São Paulo,A,9.6,Bom
361,48,25179.56,São Paulo,B,5.6,Bom
362,37,26082.77,Rio de Janeiro,B,8.4,Bom
363,36,39052.91,São Paulo,A,8.0,Bom
364,19,34723.41,Belo Horizonte,A,5.4,Bom
365,19,21637.5,Vitória,B,6.6,Bom
366,55,23751.33,Vitória,A,8.0,Bom
367,49,26001.21,Vitória,B,6.4,Bom
368,82,30553.48,Vitória,A,5.6,Bom
369,21,6875.53,Rio de Janeiro,A,9.6,Bom
370,74,20936.49,Rio de Janeiro,B,8.2,Bom
371,46,40948.52,Rio de Janeiro,A,8.2,Bom
372,55,34751.06,São Paulo,A,8.4,Bom
373,48,33343.78,Belo Horizonte,B,5.2,Bom
374,26,34995.78,São Paulo,B,8.7,Bom
375,65,4625.56,Vitória,A,5.9,Bom
376,34,30276.01,São Paulo,B,8.8,Bom
377,25,34213.5,Rio de Janeiro,B,6.3,Bom
378,47,31722.89,Rio de Janeiro,B,6.3,Bom
379,60,7449.7,Belo Horizonte,B,6.7,Bom
380,47,44672.89,São Paulo,B,5.2,Bom
381,22,31787.9,Rio de Janeiro,B,6.3,Bom
382,78,22497.9,Belo Horizonte,A,9.2,Bom
383,68,5372.86,Rio de Janeiro,A,7.5,Bom
384,53,37229.98,Rio de Janeiro,B,6.7,Bom
385,82,17100.8,Vitória,A,9.4,Bom
386,18,12573.97,Vitória,A,5.7,Bom
387,71,42136.42,Belo Horizonte,B,6.1,Bom
388,40,43271.1,Vitória,B,7.1,Bom
389,93,66805.9,Belo Horizonte,B,0.4,Bom
390,23,26618.42,Rio de Janeiro,B,8.5,Bom
391,45,6143.53,São Paulo,B,5.7,Bom
392,59,20606.72,Vitória,A,6.3,Bom
393,74,38993.25,Belo Horizonte,A,8.0,Bom
394,25,1944.68,Belo Horizonte,B,7.8,Bom
395,63,4969.17,Rio de Janeiro,A,6.1,Bom
396,47,2213.87,São Paulo,A,9.3,Bom
397,34,42178.69,Belo Horizonte,A,5.5,Bom
398,30,25345.01,Belo Horizonte,B,8.2,Bom
399,50,2107.68,Belo Horizonte,A,5.6,Bom
400,31,29475.22,Rio de Janeiro,A,7.2,Bom
401,27,4493.47,Belo Horizonte,A,6.3,Bom
402,47,9977.47,Belo Horizonte,B,8.3,Bom
403,35,25597.87,São Paulo,B,7.6,Bom
404,56,29912.64,São Paulo,B,8.6,Bom
405,40,36025.8,Belo Horizonte,A,8.6,Bom
406,72,27483.92,Belo Horizonte,A,6.7,Bom
407,48,42247.97,Rio de Janeiro,A,5.3,Bom
408,42,46094.19,Belo Horizonte,B,9.0,Bom
409,44,10041.76,Vitória,B,8.3,Bom
410,52,15217.42,São Paulo,A,9.7,Bom
411,46,3218.1,São Paulo,A,8.3,Bom
412,19,26820.04,São Paulo,B,7.1,Bom
413,51,8006.2,São Paulo,A,7.1,Bom
414,36,39263.95,Vitória,A,7.0,Bom
415,45,37279.16,Rio de Janeiro,B,5.9,Bom
416,46,15116.39,São Paulo,A,7.3,Bom
417,63,36108.2,Vitória,B,9.6,Bom
418,78,29489.8,Vitória,B,7.4,Bom
419,24,20312.72,Vitória,A,6.6,Bom
420,33,21766.94,Vitória,B,5.1,Bom
421,25,28532.77,Rio de Janeiro,A,9.7,Bom
422,39,26281.28,Rio de Janeiro,A,8.0,Bom
423,30,38570.92,Rio de Janeiro,A,5.4,Bom
424,44,33865.59,São Paulo,A,5.7,Bom
425,38,2750.79,Rio de Janeiro,A,5.5,Bom
426,60,1693.62,São Paulo,A,5.4,Bom
427,37,43075.78,Belo Horizonte,B,8.4,Bom
428,18,43275.75,Rio de Janeiro,A,7.2,Bom
429,67,3896.48,Rio de Janeiro,B,6.3,Bom
430,21,20514.58,Belo Horizonte,A,5.5,Bom
431,80,28657.34,São Paulo,B,8.3,Bom
432,65,19814.34,Belo Horizonte,A,5.0,Bom
433,66,36480.58,Belo Horizonte,A,9.5,Bom
434,46,36325.44,São Paulo,B,7.4,Bom
435,40,17576.77,Vitória,B,8.5,Bom
436,45,6521.83,Belo Horizonte,A,9.8,Bom
437,49,32149.96,Vitória,A,9.1,Bom
438,51,6371.38,Belo Horizonte,B,7.3,Bom
439,62,43957.69,Belo Horizonte,A,8.5,Bom
440,38,10401.0,Vitória,B,6.0,Bom
441,33,25467.99,Rio de Janeiro,B,5.3,Bom
442,42,41912.86,Vitória,A,5.3,Bom
443,48,43172.95,Vitória,A,6.7,Bom
444,67,22101.55,Vitória,A,6.9,Bom
445,64,2169.0,Rio de Janeiro,A,7.6,Bom
446,76,23232.98,São Paulo,B,7.0,Bom
447,44,27409.45,São Paulo,B,7.5,Bom
448,45,17638.29,Belo Horizonte,A,8.2,Bom
449,37,26042.69,Rio de Janeiro,B,9.7,Bom
450,68,9944.79,São Paulo,A,5.8,Bom
451,42,3714.2,Rio de Janeiro,A,8.3,Bom
452,4,602.52,Vitória,A,2.7,Bom
453,69,17276.64,Rio de Janeiro,A,7.4,Bom
454,78,2761.12,Rio de Janeiro,B,6.1,Bom
455,44,21362.01,Belo Horizonte,A,8.2,Bom
456,24,4169.07,São Paulo,B,5.1,Bom
457,64,35610.23,Vitória,A,7.4,Bom
458,93,80623.85,Belo Horizonte,A,2.9,Bom
459,47,29222.74,São Paulo,B,5.7,Bom
460,27,20496.62,Rio de Janeiro,B,8.5,Bom
461,53,43762.23,Vitória,B,8.6,Bom
462,25,21117.76,Vitória,A,9.6,Bom
463,35,30421.45,Vitória,A,5.7,Bom
464,80,6469.89,Vitória,B,9.3,Bom
465,43,14390.62,Vitória,A,6.2,Bom
466,73,1725.71,São Paulo,A,6.0,Bom
467,37,17054.35,São Paulo,B,5.8,Bom
468,82,5286.07,Rio de Janeiro,A,9.9,Bom
469,33,17245.87,Belo Horizonte,B,8.6,Bom
470,74,31821.07,Belo Horizonte,A,5.5,Bom
471,32,21031.05,Belo Horizonte,B,5.6,Bom
472,56,13203.58,Rio de Janeiro,A,7.1,Bom
473,38,20804.0,Vitória,A,8.7,Bom
474,25,34561.27,Belo Horizonte,B,9.5,Bom
475,22,6650.44,Rio de Janeiro,B,6.8,Bom
476,82,23961.51,Rio de Janeiro,A,6.9,Bom
477,43,40039.59,Belo Horizonte,A,8.6,Bom
478,62,18258.11,Vitória,A,6.9,Bom
479,42,40982.39,São Paulo,A,5.4,Bom
480,68,4993.88,São Paulo,B,5.1,Bom
481,17,11897.37,Belo Horizonte,B,5.8,Bom
482,60,30109.26,Rio de Janeiro,A,6.2,Bom
483,36,23638.79,Rio de Janeiro,B,6.3,Bom
484,24,20133.52,Rio de Janeiro,A,9.3,Bom
485,67,44655.68,Rio de Janeiro,B,5.4,Bom
486,22,2971.7,Belo Horizonte,A,7.9,Bom
487,17,10509.17,Belo Horizonte,A,7.0,Bom
488,61,18127.94,Vitória,B,8.8,Bom
489,35,22341.2,São Paulo,B,7.3,Bom
490,62,38222.95,Rio de Janeiro,A,7.0,Bom
491,63,44141.96,Vitória,B,6.0,Bom
492,32,23649.44,São Paulo,A,6.9,Bom
493,64,36058.13,São Paulo,B,7.1,Bom
494,23,20310.5,Belo Horizonte,B,6.8,Bom
495,44,18587.48,Rio de Janeiro,B,6.0,Bom
496,58,43732.73,Belo Horizonte,A,6.0,Bom
497,80,23783.55,Belo Horizonte,A,9.4,Bom
498,54,4602.6,Belo Horizonte,A,6.1,Bom
499,50,29133.4,Rio de Janeiro,A,9.5,Bom
500,23,27870.44,São Paulo,A,9.5,Bom
501,45,29660.22,Belo Horizonte,A,9.1,Bom
502,68,15704.79,São Paulo,B,6.8,Bom
503,34,41862.92,Vitória,B,5.4,Bom
504,23,37706.2,São Paulo,A,7.5,Bom
505,39,25870.13,Rio de Janeiro,B,5.5,Bom
506,75,25605.79,Belo Horizonte,B,6.1,Bom
507,80,33226.61,Vitória,A,6.4,Bom
508,45,6747.69,São Paulo,B,7.6,Bom
509,53,10025.41,São Paulo,B,6.6,Bom
510,43,36111.02,Vitória,A,5.5,Bom
511,81,34970.35,Vitória,A,5.4,Bom
512,46,8206.44,Vitória,B,8.4,Bom
513,16,13099.8,São Paulo,B,5.1,Bom
514,74,17216.49,Vitória,B,8.8,Bom
515,55,25653.96,Vitória,B,5.5,Bom
516,79,28341.29,São Paulo,A,9.6,Bom
517,39,43348.41,Vitória,B,9.2,Bom
518,31,30440.27,São Paulo,A,5.7,Bom
519,75,20014.83,Belo Horizonte,A,6.7,Bom
520,73,28216.39,Vitória,A,8.5,Bom
521,26,21930.53,Vitória,A,9.0,Bom
522,40,35379.9,Belo Horizonte,A,6.0,Bom
523,65,26189.17,Vitória,A,9.9,Bom
524,28,9694.89,Belo Horizonte,A,6.5,Bom
525,72,6919.15,Rio de Janeiro,A,6.9,Bom
526,64,4247.32,São Paulo,B,7.9,Bom
