id,idade,renda,cidade,categoria,nota,feedback
181,25,8688.02,São Paulo,B,3.5,Ruim
182,20,11150.32,Vitória,A,4.1,Regular
183,54,3683.29,São Paulo,A,3.8,Bom
184,46,2188.76,Belo Horizonte,A,6.4,Regular
185,25,1489.76,São Paulo,B,2.7,Bom
186,58,11605.5,Belo Horizonte,B,4.3,Bom
187,21,1353.3,Vitória,B,8.4,Bom
188,37,3394.11,São Paulo,B,7.4,Bom
189,19,2998.73,Rio de Janeiro,B,5.1,Bom
190,57,,São Paulo,A,3.9,Bom
191,37,6950.5,Belo Horizonte,A,6.6,Ruim
192,28,5859.57,São Paulo,A,0.9,Ruim
193,69,3708.07,Rio de Janeiro,B,6.4,Bom
194,64,10919.79,Rio de Janeiro,B,7.2,Ruim
195,43,5756.14,Rio de Janeiro,A,1.4,Regular
196,24,12502.34,Vitória,B,6.1,Bom
197,42,5010.13,Rio de Janeiro,B,2.3,Regular
198,40,11918.96,Vitória,A,5.2,Bom
199,18,12261.35,Belo Horizonte,B,9.9,Ruim
200,56,10998.73,Rio de Janeiro,A,4.8,Bom
201,53,10155.98,Vitória,B,1.3,Ruim
202,51,4561.05,Rio de Janeiro,B,5.8,Ruim
203,37,9046.73,Rio de Janeiro,B,6.6,Regular
204,39,8871.26,Vitória,B,6.8,Regular
205,36,8430.89,Rio de Janeiro,B,5.1,Bom
206,20,12098.76,Belo Horizonte,A,3.6,Regular
207,50,5114.74,Belo Horizonte,A,4.8,Ruim
208,29,2132.89,Vitória,A,9.4,Regular
209,25,2373.22,São Paulo,A,1.5,Bom
210,64,10666.81,Belo Horizonte,B,8.5,Bom
211,54,7576.04,Vitória,A,2.3,Regular
212,16,10462.6,Rio de Janeiro,A,4.5,Regular
213,49,10091.36,Belo Horizonte,A,1.8,Ruim
214,51,6141.21,Belo Horizonte,B,9.1,Bom
215,48,10324.94,Vitória,B,9.9,Regular
216,53,9597.08,São Paulo,B,3.0,Bom
217,25,1414.02,São Paulo,A,3.1,Bom
218,52,11532.9,Vitória,A,9.6,Regular
219,67,10360.23,Vitória,A,8.5,Bom
220,28,3439.78,Rio de Janeiro,B,2.1,Ruim
221,68,8727.35,São Paulo,A,0.5,
222,40,2244.79,Belo Horizonte,B,7.4,Regular
223,61,5498.69,Belo Horizonte,A,4.8,Bom
224,23,3782.86,Vitória,A,6.8,Bom
225,37,12107.37,Vitória,B,5.7,Regular
226,64,11992.27,Vitória,B,4.0,Ruim
227,43,11573.65,São Paulo,B,4.0,Ruim
228,23,9992.68,Rio de Janeiro,B,3.4,Regular
229,29,9753.11,Belo Horizonte,A,3.4,Regular
230,34,12601.0,Belo Horizonte,A,7.6,Bom
231,16,1326.59,Belo Horizonte,B,5.6,Bom
232,53,1799.89,Rio de Janeiro,B,8.2,Ruim
233,16,10548.84,Belo Horizonte,A,5.7,Bom
234,20,12016.41,Vitória,A,1.4,Regular
235,48,7016.62,Belo Horizonte,A,4.8,Ruim
236,48,6274.84,Vitória,B,9.1,Regular
237,64,,Rio de Janeiro,B,4.2,Bom
238,60,1520.45,Belo Horizonte,A,3.5,Ruim
239,36,6090.39,Vitória,B,5.3,Ruim
240,49,6348.64,Vitória,B,7.7,Regular
241,24,10847.07,São Paulo,A,8.0,Bom
242,39,10355.83,Vitória,B,9.2,Ruim
243,69,8698.12,Vitória,B,0.9,Bom
244,39,11158.63,Vitória,A,1.2,Bom
245,26,3637.03,São Paulo,A,2.0,Regular
246,16,1705.25,São Paulo,B,2.5,Ruim
247,36,7162.71,Belo Horizonte,A,6.1,Ruim
248,20,10201.89,São Paulo,B,5.4,Ruim
249,35,2405.62,Belo Horizonte,A,1.2,Ruim
250,62,12021.66,Vitória,A,9.1,Regular
251,49,9301.59,Rio de Janeiro,B,3.7,Ruim
252,49,3433.44,Vitória,A,5.0,Bom
253,60,2887.78,São Paulo,B,8.5,Regular
254,63,9120.2,Vitória,B,1.7,Bom
255,27,1406.37,São Paulo,B,1.6,Bom
256,57,1447.76,Rio de Janeiro,,9.7,Bom
257,52,8823.35,Rio de Janeiro,A,5.7,Regular
258,69,8091.71,São Paulo,B,2.1,Bom
259,56,2528.15,São Paulo,A,0.3,Bom
260,31,5686.6,São Paulo,B,9.0,Bom
261,,2995.87,Rio de Janeiro,B,4.8,Bom
262,61,4046.14,São Paulo,A,6.5,Regular
263,27,3520.72,Belo Horizonte,A,3.6,Bom
264,38,5006.08,São Paulo,B,9.7,Ruim
265,40,12671.78,Rio de Janeiro,A,8.7,Bom
266,32,6929.41,Belo Horizonte,A,1.9,Ruim
267,39,9632.69,Rio de Janeiro,B,6.8,Regular
268,43,3453.33,São Paulo,A,7.4,Ruim
269,45,3661.39,Rio de Janeiro,B,7.2,Regular
270,62,11317.91,Rio de Janeiro,A,4.1,Ruim
271,24,12128.93,São Paulo,B,10.0,Ruim
272,43,8297.93,Belo Horizonte,B,8.4,Ruim
273,36,9287.35,Rio de Janeiro,B,0.2,Ruim
274,39,2761.76,São Paulo,A,6.7,Ruim
275,24,4687.45,Belo Horizonte,B,6.5,Bom
276,60,7973.4,São Paulo,A,8.7,Regular
277,66,11326.13,Belo Horizonte,B,1.1,Regular
278,35,4166.69,Rio de Janeiro,B,1.2,Ruim
279,47,1728.72,Belo Horizonte,B,9.8,Ruim
280,38,3629.88,Belo Horizonte,A,3.0,Bom
281,65,6269.83,Rio de Janeiro,A,3.5,Regular
282,62,10212.48,Rio de Janeiro,B,4.5,Bom
283,41,1380.56,Rio de Janeiro,B,0.8,Ruim
284,47,10957.77,Belo Horizonte,A,2.7,Bom
285,48,9410.91,Belo Horizonte,B,3.3,Regular
286,16,12564.83,Belo Horizonte,B,4.5,Regular
287,54,5101.88,Rio de Janeiro,A,4.3,Ruim
288,41,7553.4,Belo Horizonte,B,9.6,Ruim
289,50,1941.33,Vitória,A,6.8,Bom
290,38,9368.93,São Paulo,B,8.3,Regular
291,39,11431.88,São Paulo,A,2.9,
292,21,6373.28,Belo Horizonte,A,4.1,Bom
293,30,4847.23,São Paulo,A,6.6,Regular
294,46,7385.77,,A,9.1,Regular
295,67,4261.55,Rio de Janeiro,A,0.1,Regular
296,54,5189.99,São Paulo,B,0.2,Regular
297,46,3918.0,Rio de Janeiro,A,5.0,Regular
298,66,7339.53,Belo Horizonte,A,5.1,Regular
299,41,2554.59,Rio de Janeiro,A,,Regular
300,21,9783.41,Rio de Janeiro,B,4.5,Bom
301,44,5720.27,São Paulo,B,8.7,Regular
302,23,3630.53,Vitória,A,2.6,Ruim
303,65,2706.84,Belo Horizonte,B,1.1,Regular
304,62,7784.8,São Paulo,A,0.6,Bom
305,68,1967.15,São Paulo,A,9.9,
306,49,7912.13,Vitória,A,8.4,Ruim
307,70,9434.74,Vitória,A,2.5,Bom
308,27,5286.3,Vitória,A,7.6,Bom
309,43,6693.34,Rio de Janeiro,B,6.5,Regular
310,63,2957.47,Rio de Janeiro,B,8.0,Ruim
311,66,2291.22,Vitória,A,6.9,Regular
312,26,6920.04,São Paulo,B,6.8,Bom
313,49,2398.18,Rio de Janeiro,B,1.4,Ruim
314,48,5782.7,Belo Horizonte,A,2.6,Regular
315,20,10373.61,Belo Horizonte,A,6.6,Ruim
316,21,2728.31,Vitória,A,1.9,Bom
317,31,2586.63,Belo Horizonte,A,9.1,Ruim
318,37,1580.93,Vitória,B,6.0,Ruim
319,58,2330.65,São Paulo,A,5.7,Bom
320,43,11979.54,São Paulo,A,3.9,Bom
321,16,12014.33,Vitória,A,0.1,Regular
322,60,2323.37,Vitória,B,6.9,Bom
323,26,4308.59,,B,8.5,Bom
324,31,11793.2,Vitória,B,8.9,Ruim
325,66,12146.58,Rio de Janeiro,B,1.7,Bom
326,39,10722.64,Belo Horizonte,A,2.3,Bom
327,59,7844.86,Vitória,A,0.8,Ruim
328,30,1782.07,São Paulo,A,4.4,Ruim
329,56,7012.0,Vitória,A,9.5,Ruim
330,44,6288.1,São Paulo,B,6.9,Bom
331,23,6890.87,Belo Horizonte,A,9.9,Regular
332,64,4694.73,Belo Horizonte,,4.4,Bom
333,65,7156.37,Belo Horizonte,A,4.6,Ruim
334,58,7376.05,Belo Horizonte,A,0.9,Bom
335,4,45312.73,Belo Horizonte,A,11.1,Regular
336,52,8505.29,Rio de Janeiro,B,7.1,Regular
337,63,3492.69,Vitória,B,6.6,Ruim
338,50,10919.7,Rio de Janeiro,B,2.0,Bom
339,32,12591.37,Belo Horizonte,B,7.9,Ruim
340,45,6590.65,Belo Horizonte,A,0.3,Bom
341,22,3424.46,Belo Horizonte,B,0.5,Regular
342,21,1964.56,São Paulo,A,3.2,Regular
343,21,5426.99,Vitória,A,8.8,Ruim
344,57,3328.68,Vitória,B,3.4,Regular
345,55,5602.02,São Paulo,A,5.3,Bom
346,34,8566.43,Rio de Janeiro,A,4.9,Regular
347,47,1715.77,São Paulo,B,4.2,Ruim
348,26,8146.3,São Paulo,B,8.1,Ruim
349,28,7194.01,Belo Horizonte,B,5.9,Regular
350,53,2057.12,Rio de Janeiro,A,4.5,Regular
351,17,8881.46,São Paulo,A,9.1,Ruim
352,46,2388.78,Rio de Janeiro,,7.2,Bom
353,50,12936.67,Belo Horizonte,A,4.9,Ruim
354,43,3904.53,Vitória,B,0.3,Regular
355,61,11466.07,Belo Horizonte,B,7.9,Regular
356,50,2237.28,Belo Horizonte,A,0.6,Bom
357,24,10896.6,São Paulo,A,6.3,Regular
358,40,12313.51,Belo Horizonte,A,9.3,Bom
359,41,1921.93,Belo Horizonte,A,0.0,Ruim
360,60,11430.58,São Paulo,A,2.6,Ruim
361,60,2911.91,Vitória,B,8.1,Bom
362,25,7532.48,São Paulo,A,5.6,Ruim
363,48,6750.83,Rio de Janeiro,A,4.2,Bom
364,25,7634.13,Rio de Janeiro,A,6.5,Bom
365,68,4489.97,Vitória,A,4.3,Regular
366,41,6840.44,Belo Horizonte,B,7.2,Bom
367,16,6973.14,São Paulo,A,1.0,Bom
368,55,7569.04,São Paulo,B,0.5,Regular
369,39,1391.82,Belo Horizonte,A,2.3,Bom
370,18,11081.6,Belo Horizonte,B,1.1,Bom
371,56,2818.47,Belo Horizonte,B,8.8,Ruim
372,29,10974.36,Vitória,A,8.3,Regular
373,63,7953.8,Vitória,A,7.1,Regular
374,38,3831.6,São Paulo,B,9.1,Bom
375,66,11844.28,Belo Horizonte,B,5.2,Regular
376,58,8296.51,Belo Horizonte,A,5.6,Regular
377,58,7815.01,Rio de Janeiro,A,1.5,Ruim
378,66,6833.81,Rio de Janeiro,A,2.0,Ruim
379,66,5008.29,Rio de Janeiro,B,1.3,Regular
380,57,12191.1,Rio de Janeiro,,4.5,Regular
381,55,12985.2,São Paulo,B,4.5,Regular
382,56,3637.18,Belo Horizonte,B,8.3,Ruim
383,16,4481.98,Belo Horizonte,B,6.8,Ruim
384,53,3082.45,Belo Horizonte,A,9.4,Regular
385,50,12926.8,Vitória,A,9.9,Regular
386,64,10557.28,Belo Horizonte,A,1.7,Ruim
387,36,2747.67,São Paulo,A,4.9,Regular
388,56,1843.72,Rio de Janeiro,B,5.6,Regular
389,19,11285.92,Vitória,B,3.5,Bom
390,28,6638.13,São Paulo,A,6.0,Regular
391,23,1711.34,Rio de Janeiro,A,9.8,Regular
392,58,1960.24,Belo Horizonte,B,6.7,Regular
393,45,2493.51,Belo Horizonte,A,1.9,Ruim
394,42,12207.24,,A,1.8,Ruim
395,63,7646.88,Vitória,B,5.2,Ruim
396,45,7138.21,Vitória,B,5.4,Bom
397,42,12400.43,Belo Horizonte,B,0.1,Regular
398,32,12529.32,Belo Horizonte,A,6.7,Ruim
399,21,2115.5,Belo Horizonte,B,0.2,Bom
400,43,10616.37,São Paulo,A,5.1,Bom
401,26,7818.47,Vitória,A,3.1,Bom
402,18,11198.98,Vitória,A,9.7,Ruim
403,69,3922.06,Belo Horizonte,B,8.0,Bom
404,,7353.84,São Paulo,B,7.1,Regular
405,59,4828.72,Rio de Janeiro,A,1.1,Ruim
406,59,4389.53,Rio de Janeiro,A,9.1,Ruim
407,58,6444.16,Rio de Janeiro,B,9.0,Regular
408,54,10394.81,Belo Horizonte,B,7.2,Ruim
409,67,10946.91,São Paulo,B,2.8,Bom
410,34,7940.66,Belo Horizonte,A,4.3,Regular
411,29,10817.21,Rio de Janeiro,B,7.9,Ruim
412,50,7617.99,Belo Horizonte,A,2.2,Ruim
413,64,5050.83,Rio de Janeiro,A,8.9,Bom
414,55,12963.42,São Paulo,A,4.5,Bom
415,50,5387.76,São Paulo,A,9.7,Bom
416,28,11131.3,Vitória,B,6.5,Regular
417,31,3249.82,Belo Horizonte,B,3.1,Ruim
418,29,3728.91,Rio de Janeiro,A,7.8,Bom
419,56,2612.4,Vitória,B,3.3,Ruim
420,40,11137.83,Rio de Janeiro,B,3.2,Regular
421,43,7589.28,São Paulo,A,2.6,Ruim
422,42,3196.75,Vitória,B,1.9,Ruim
423,23,11898.84,Rio de Janeiro,A,6.8,Bom
424,37,7270.45,Belo Horizonte,A,1.1,Regular
425,25,7645.69,São Paulo,B,4.3,Ruim
426,44,7390.66,Rio de Janeiro,B,3.3,Regular
427,53,9612.77,Vitória,A,8.9,Ruim
428,37,1849.86,Belo Horizonte,A,6.6,Regular
429,61,2887.27,Belo Horizonte,A,0.5,Bom
430,31,3676.41,Rio de Janeiro,B,3.0,Regular
431,51,7976.41,São Paulo,A,4.6,Bom
432,27,4101.29,Belo Horizonte,B,5.6,Regular
433,53,6923.93,Rio de Janeiro,A,4.8,Ruim
434,33,12218.16,Rio de Janeiro,A,6.4,Ruim
435,33,11131.58,Rio de Janeiro,B,3.8,Bom
436,49,7254.05,Belo Horizonte,A,1.2,Ruim
437,18,1826.26,Belo Horizonte,A,6.1,Regular
438,70,4802.72,,B,7.3,Regular
439,67,11309.05,Belo Horizonte,B,7.3,Ruim
440,56,11493.78,Rio de Janeiro,A,4.1,Ruim
441,55,5600.52,São Paulo,B,0.3,Bom
442,17,7096.76,São Paulo,B,3.2,Ruim
443,48,2668.53,Belo Horizonte,A,9.3,Ruim
444,42,11815.25,Vitória,B,1.7,Regular
445,29,7906.71,Vitória,A,10.0,Ruim
446,32,,Vitória,B,2.1,Ruim
447,49,2793.01,Rio de Janeiro,B,6.4,Bom
448,20,10455.08,Rio de Janeiro,B,6.9,Ruim
449,22,4419.46,Vitória,B,4.8,Bom
450,28,11049.21,Rio de Janeiro,A,7.4,Bom
451,40,7218.72,Rio de Janeiro,B,5.6,Regular
452,67,2299.79,Belo Horizonte,A,10.0,Ruim
453,52,9181.94,Belo Horizonte,B,0.6,Bom
454,28,2953.93,Vitória,A,0.4,Ruim
455,33,12657.68,Vitória,B,6.0,Bom
456,66,7310.8,Rio de Janeiro,B,9.4,Bom
457,47,4807.34,Rio de Janeiro,B,4.9,Ruim
458,67,7892.36,São Paulo,B,3.2,Bom
459,23,9614.45,Belo Horizonte,B,2.7,Regular
460,55,,Rio de Janeiro,A,4.8,Bom
461,59,9900.6,Rio de Janeiro,B,6.3,Bom
462,29,1993.94,Rio de Janeiro,A,9.3,Regular
463,,5345.17,Rio de Janeiro,B,5.5,Regular
464,16,3632.52,São Paulo,A,9.5,Bom
465,50,1708.07,São Paulo,B,7.6,Bom
466,67,8197.51,Belo Horizonte,B,8.8,Bom
467,25,2867.34,Belo Horizonte,A,0.1,Ruim
468,44,10618.64,Rio de Janeiro,B,8.3,Regular
469,64,11072.28,Vitória,A,9.5,Regular
470,59,10255.95,Rio de Janeiro,B,6.8,Regular
471,58,8961.17,Rio de Janeiro,A,9.7,Bom
472,28,3070.86,Vitória,A,8.1,Regular
473,68,6595.36,Belo Horizonte,B,2.5,Regular
474,38,8108.45,Vitória,A,1.0,Regular
475,17,6837.01,Rio de Janeiro,B,5.5,Bom
476,24,9672.05,Vitória,A,5.9,Regular
477,51,7642.53,Rio de Janeiro,A,8.3,Bom
478,40,4874.49,Vitória,A,10.0,Ruim
479,66,2835.6,Belo Horizonte,A,6.2,Regular
480,43,1623.92,Belo Horizonte,A,7.4,Ruim
481,21,10995.69,Vitória,A,3.7,Bom
482,38,6521.91,Belo Horizonte,,6.4,Bom
483,56,,Rio de Janeiro,A,9.1,Regular
484,48,9483.71,São Paulo,B,2.2,Regular
485,29,3802.28,São Paulo,B,3.1,Bom
486,34,5883.58,Vitória,A,9.0,Regular
487,60,8120.5,São Paulo,B,2.2,Bom
488,39,5542.61,São Paulo,B,2.0,Ruim
489,17,8108.8,Rio de Janeiro,A,4.7,Ruim
490,54,3446.13,Rio de Janeiro,A,0.3,Bom
491,51,1944.07,Belo Horizonte,A,8.7,Regular
492,30,4139.1,Belo Horizonte,A,4.9,Ruim
493,57,2364.63,Rio de Janeiro,B,6.8,Regular
494,29,6881.63,Belo Horizonte,B,1.1,Ruim
495,47,2025.36,Rio de Janeiro,B,5.2,Regular
496,63,12574.68,Rio de Janeiro,A,1.8,Regular
497,58,7330.8,São Paulo,A,9.7,Bom
498,20,2930.82,Rio de Janeiro,A,3.0,Ruim
499,60,7812.75,Vitória,A,7.7,Bom
500,58,3488.16,São Paulo,A,8.8,Bom
501,19,7092.49,Belo Horizonte,B,3.1,Bom
502,43,4135.04,Vitória,A,,Regular
503,22,5533.2,Vitória,B,7.5,Ruim
504,26,5777.49,São Paulo,B,5.7,Ruim
505,25,1443.34,Rio de Janeiro,A,0.5,Bom
506,59,6132.07,Rio de Janeiro,A,7.0,Regular
507,49,6947.72,Vitória,B,7.0,Ruim
508,33,8364.86,Belo Horizonte,A,6.1,Ruim
509,51,,São Paulo,B,9.8,Ruim
510,44,2258.31,Rio de Janeiro,B,6.3,Bom
511,40,7754.68,Rio de Janeiro,A,4.7,Ruim
512,42,12968.61,Rio de Janeiro,B,5.8,Bom
513,18,10544.24,Belo Horizonte,A,5.2,Bom
514,58,2430.16,Belo Horizonte,B,7.3,Bom
515,23,4730.39,Rio de Janeiro,,6.5,Regular
516,28,3691.04,Rio de Janeiro,B,6.9,Regular
517,32,5884.93,Vitória,A,6.1,Bom
518,21,4703.5,São Paulo,B,9.5,Ruim
519,18,6223.44,Belo Horizonte,B,8.4,Bom
520,51,5010.66,Belo Horizonte,B,0.4,Regular
